,t0 symptom,t1 diet,t2 hair,t3 help,t4 control,t5 period,t6 insulin,t7 weight,t8 like,t9 nt,dominant_topic
l6ys3x,0.0,0.0,0.07,0.4,0.24,0.0,0.0,0.0,0.0,0.28,3
l6zpxj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.23,8
l6zsqd,0.28,0.04,0.28,0.07,0.0,0.18,0.0,0.03,0.12,0.0,0
l70rte,0.07,0.43,0.08,0.12,0.0,0.0,0.13,0.0,0.16,0.0,1
l712my,0.01,0.01,0.01,0.55,0.39,0.01,0.01,0.01,0.01,0.01,3
l71j0s,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.38,0
l71ws7,0.04,0.07,0.0,0.0,0.12,0.32,0.07,0.13,0.0,0.25,5
l725cn,0.0,0.0,0.27,0.41,0.23,0.08,0.0,0.0,0.0,0.0,3
l72c5h,0.13,0.05,0.16,0.18,0.13,0.0,0.0,0.0,0.34,0.0,8
l73aog,0.0,0.0,0.07,0.0,0.07,0.0,0.84,0.0,0.0,0.0,6
l762xp,0.0,0.0,0.0,0.0,0.46,0.0,0.26,0.0,0.26,0.0,4
l763e1,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.5,0.29,0.01,7
l76beb,0.44,0.04,0.34,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0
l76blm,0.0,0.0,0.07,0.0,0.24,0.34,0.0,0.0,0.33,0.0,5
l76ec0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91,0.01,8
l76fkj,0.0,0.0,0.0,0.08,0.0,0.43,0.0,0.0,0.48,0.0,8
l76hbu,0.01,0.01,0.01,0.5,0.01,0.39,0.07,0.01,0.01,0.01,3
l772jz,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.38,3
l77tfn,0.32,0.0,0.1,0.0,0.0,0.27,0.13,0.14,0.0,0.04,0
l78h7l,0.01,0.01,0.25,0.01,0.01,0.16,0.01,0.01,0.01,0.54,9
l78yes,0.09,0.18,0.0,0.09,0.14,0.0,0.0,0.49,0.0,0.0,7
l78z8v,0.0,0.2,0.05,0.43,0.0,0.0,0.06,0.12,0.13,0.0,3
l79042,0.0,0.0,0.59,0.06,0.0,0.0,0.0,0.0,0.34,0.0,2
l7ak8q,0.0,0.07,0.14,0.04,0.22,0.28,0.02,0.16,0.09,0.0,5
l7cf00,0.33,0.01,0.01,0.38,0.01,0.01,0.01,0.01,0.01,0.24,3
l7cqqo,0.08,0.06,0.0,0.09,0.42,0.0,0.04,0.13,0.0,0.17,4
l7dn4b,0.36,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.59,9
l7e0c6,0.01,0.14,0.5,0.09,0.01,0.24,0.01,0.01,0.01,0.01,2
l7ewxq,0.14,0.0,0.38,0.23,0.0,0.0,0.0,0.0,0.1,0.13,2
l7f6cm,0.07,0.32,0.01,0.08,0.0,0.29,0.02,0.08,0.12,0.0,1
l7ft1u,0.0,0.07,0.11,0.13,0.09,0.0,0.0,0.0,0.42,0.17,8
l7g6vc,0.23,0.0,0.22,0.0,0.51,0.0,0.03,0.0,0.0,0.0,4
l7hazr,0.0,0.0,0.0,0.0,0.0,0.14,0.83,0.0,0.0,0.0,6
l7hecb,0.29,0.0,0.1,0.0,0.12,0.0,0.1,0.16,0.06,0.17,0
l7hg0o,0.0,0.0,0.02,0.05,0.05,0.58,0.02,0.0,0.0,0.29,5
l7hu6o,0.48,0.0,0.09,0.0,0.0,0.05,0.17,0.04,0.0,0.17,0
l7idy3,0.32,0.22,0.0,0.0,0.0,0.23,0.0,0.0,0.22,0.0,0
l7j194,0.14,0.0,0.43,0.0,0.0,0.41,0.0,0.0,0.0,0.0,2
l7j6es,0.0,0.07,0.0,0.08,0.0,0.33,0.0,0.0,0.41,0.11,8
l7lgn0,0.14,0.04,0.07,0.06,0.0,0.0,0.01,0.12,0.23,0.34,9
l7max9,0.13,0.0,0.0,0.11,0.0,0.18,0.0,0.0,0.39,0.18,8
l7ncds,0.01,0.1,0.16,0.19,0.01,0.01,0.5,0.01,0.01,0.01,6
l7o510,0.0,0.37,0.0,0.0,0.0,0.03,0.0,0.38,0.13,0.1,7
l7p735,0.0,0.35,0.0,0.0,0.14,0.0,0.11,0.05,0.36,0.0,8
l7qhju,0.0,0.18,0.0,0.03,0.04,0.52,0.0,0.0,0.23,0.0,5
l7s89o,0.0,0.0,0.2,0.0,0.0,0.08,0.47,0.03,0.0,0.21,6
l7tdpb,0.08,0.0,0.13,0.04,0.0,0.04,0.0,0.0,0.22,0.48,9
l7u6d8,0.0,0.16,0.0,0.19,0.0,0.14,0.0,0.38,0.05,0.08,7
l7v9bs,0.0,0.0,0.44,0.0,0.26,0.0,0.0,0.0,0.13,0.15,2
l7vydq,0.28,0.3,0.01,0.37,0.01,0.01,0.01,0.01,0.01,0.01,3
l7vzn1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.51,0.42,0.01,7
l7we4m,0.0,0.46,0.11,0.0,0.0,0.0,0.17,0.03,0.22,0.0,1
l7wjp9,0.03,0.03,0.03,0.77,0.03,0.03,0.03,0.03,0.03,0.03,3
l7x7gb,0.0,0.0,0.0,0.29,0.0,0.0,0.69,0.0,0.0,0.0,6
l7yf15,0.0,0.19,0.0,0.0,0.24,0.38,0.0,0.0,0.17,0.0,5
l7z0qh,0.1,0.29,0.02,0.0,0.0,0.0,0.06,0.06,0.38,0.09,8
l7zdjg,0.0,0.13,0.0,0.12,0.0,0.55,0.11,0.0,0.09,0.0,5
l7zqr9,0.05,0.0,0.15,0.1,0.09,0.1,0.41,0.1,0.0,0.0,6
l7zt8r,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.55,0.0,8
l7zxxk,0.0,0.0,0.0,0.08,0.0,0.0,0.09,0.41,0.4,0.0,7
l80htm,0.3,0.16,0.0,0.1,0.0,0.0,0.29,0.0,0.13,0.0,0
l80nlo,0.22,0.11,0.0,0.47,0.0,0.0,0.18,0.0,0.0,0.0,3
l80v7a,0.01,0.01,0.01,0.23,0.01,0.21,0.01,0.01,0.01,0.53,9
l81bqe,0.0,0.0,0.0,0.26,0.36,0.35,0.0,0.0,0.0,0.0,4
l81zsi,0.01,0.01,0.01,0.34,0.3,0.18,0.01,0.01,0.01,0.14,3
l83akw,0.03,0.43,0.03,0.31,0.03,0.03,0.03,0.03,0.03,0.03,1
l83twi,0.39,0.0,0.06,0.0,0.0,0.48,0.06,0.0,0.0,0.0,5
l83z5w,0.01,0.01,0.45,0.01,0.5,0.01,0.01,0.01,0.01,0.01,4
l84hus,0.0,0.0,0.0,0.12,0.68,0.17,0.0,0.0,0.0,0.0,4
l84xm7,0.32,0.01,0.01,0.01,0.01,0.62,0.01,0.01,0.01,0.01,5
l852ha,0.01,0.01,0.33,0.01,0.01,0.01,0.3,0.01,0.01,0.33,2
l85b2g,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.16,0.34,0.24,8
l85f5u,0.45,0.16,0.0,0.08,0.12,0.0,0.0,0.19,0.0,0.0,0
l85jib,0.01,0.01,0.9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
l85tj9,0.0,0.0,0.46,0.07,0.0,0.26,0.0,0.0,0.0,0.21,2
l865m3,0.27,0.0,0.04,0.0,0.0,0.23,0.0,0.24,0.0,0.21,0
l86rss,0.17,0.17,0.13,0.0,0.12,0.25,0.13,0.02,0.0,0.0,5
l874wn,0.03,0.03,0.03,0.03,0.03,0.33,0.03,0.03,0.03,0.47,9
l87syr,0.01,0.01,0.01,0.01,0.64,0.01,0.28,0.01,0.01,0.01,4
l89f31,0.0,0.09,0.0,0.14,0.09,0.46,0.0,0.13,0.0,0.09,5
l89xo5,0.34,0.0,0.09,0.0,0.22,0.0,0.18,0.14,0.02,0.0,0
l8b43t,0.0,0.05,0.0,0.16,0.0,0.0,0.0,0.56,0.22,0.0,7
l8bvcs,0.17,0.44,0.0,0.08,0.0,0.0,0.0,0.22,0.08,0.0,1
l8c2yj,0.0,0.0,0.3,0.0,0.0,0.11,0.0,0.0,0.4,0.19,8
l8c46s,0.19,0.0,0.0,0.25,0.0,0.16,0.0,0.0,0.0,0.39,9
l8cafe,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.5,0.32,0.0,7
l8co5b,0.38,0.0,0.12,0.0,0.0,0.0,0.48,0.0,0.0,0.0,6
l8crqy,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,8
l8de2h,0.1,0.0,0.1,0.0,0.19,0.07,0.3,0.11,0.14,0.0,6
l8dl5l,0.01,0.01,0.44,0.01,0.21,0.01,0.3,0.01,0.01,0.01,2
l8dzj7,0.11,0.04,0.0,0.0,0.0,0.07,0.0,0.34,0.32,0.12,7
l8grm5,0.0,0.0,0.0,0.1,0.33,0.1,0.17,0.0,0.0,0.29,4
l8h94o,0.05,0.0,0.42,0.0,0.0,0.0,0.12,0.0,0.25,0.16,2
l8hxx4,0.07,0.2,0.32,0.0,0.12,0.0,0.0,0.17,0.11,0.0,2
l8ioyj,0.0,0.1,0.02,0.0,0.0,0.16,0.0,0.24,0.3,0.19,8
l8j5rg,0.18,0.0,0.0,0.0,0.0,0.32,0.0,0.15,0.0,0.35,9
l8jjpa,0.0,0.17,0.26,0.08,0.0,0.0,0.12,0.0,0.37,0.0,8
l8lbxa,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.87,9
l8lops,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,1
l8lsu5,0.01,0.01,0.87,0.01,0.09,0.01,0.01,0.01,0.01,0.01,2
l8mv25,0.01,0.01,0.01,0.28,0.01,0.01,0.24,0.4,0.01,0.01,7
l8n9y7,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,5
l8nrq1,0.0,0.07,0.2,0.06,0.09,0.0,0.24,0.11,0.23,0.0,6
l8o22w,0.16,0.17,0.16,0.12,0.16,0.23,0.0,0.0,0.0,0.0,5
l8o3em,0.49,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0
l8p9d9,0.0,0.15,0.0,0.19,0.12,0.1,0.21,0.0,0.21,0.0,6
l8pnqr,0.0,0.06,0.41,0.0,0.0,0.11,0.0,0.11,0.17,0.12,2
l8ppu0,0.0,0.0,0.0,0.06,0.24,0.42,0.0,0.0,0.12,0.15,5
l8pqnl,0.01,0.01,0.01,0.18,0.01,0.01,0.01,0.21,0.01,0.57,9
l8q67t,0.01,0.01,0.01,0.46,0.01,0.01,0.01,0.01,0.01,0.49,9
l8qhap,0.38,0.12,0.0,0.16,0.0,0.0,0.0,0.0,0.18,0.14,0
l8qndl,0.25,0.06,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.42,9
l8rclv,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.27,0.0,5
l8s7fu,0.02,0.02,0.02,0.55,0.02,0.02,0.29,0.02,0.02,0.02,3
l8sd6k,0.25,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.4,9
l8svwq,0.05,0.13,0.27,0.0,0.07,0.0,0.0,0.18,0.3,0.0,8
l8tp4o,0.0,0.15,0.05,0.26,0.09,0.34,0.0,0.0,0.0,0.1,5
l8ttq1,0.01,0.01,0.01,0.42,0.54,0.01,0.01,0.01,0.01,0.01,4
l8ub5c,0.01,0.01,0.58,0.37,0.01,0.01,0.01,0.01,0.01,0.01,2
l8ukou,0.0,0.08,0.13,0.28,0.49,0.0,0.0,0.0,0.0,0.0,4
l8v0lb,0.24,0.0,0.48,0.13,0.0,0.12,0.0,0.0,0.0,0.0,2
l8vt4f,0.35,0.01,0.18,0.01,0.01,0.01,0.01,0.01,0.44,0.01,8
l8vwch,0.2,0.0,0.03,0.0,0.0,0.32,0.18,0.09,0.05,0.13,5
l8xlb1,0.0,0.15,0.0,0.11,0.04,0.04,0.04,0.33,0.28,0.0,7
l8z5qd,0.34,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.11,0.13,4
l90j2d,0.0,0.0,0.0,0.15,0.12,0.34,0.0,0.17,0.0,0.21,5
l90pm0,0.0,0.0,0.0,0.0,0.32,0.0,0.61,0.05,0.0,0.0,6
l913we,0.0,0.0,0.0,0.11,0.17,0.37,0.0,0.0,0.34,0.0,5
l935s0,0.0,0.0,0.3,0.0,0.08,0.0,0.0,0.04,0.57,0.0,8
l93bm3,0.0,0.25,0.09,0.0,0.04,0.09,0.26,0.27,0.0,0.0,7
l93m79,0.0,0.0,0.14,0.0,0.0,0.38,0.28,0.0,0.19,0.0,5
l93nuj,0.0,0.0,0.0,0.65,0.0,0.08,0.0,0.02,0.0,0.24,3
l94w4h,0.51,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
l9w3e0,0.0,0.04,0.07,0.0,0.23,0.0,0.0,0.0,0.64,0.0,8
l9weg7,0.0,0.21,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.1,6
l9wv9l,0.01,0.01,0.01,0.32,0.01,0.5,0.13,0.01,0.01,0.01,5
l9xtwx,0.0,0.19,0.0,0.07,0.17,0.37,0.11,0.0,0.07,0.0,5
l9xydr,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.4,3
l9y9dh,0.0,0.0,0.0,0.3,0.36,0.0,0.18,0.05,0.1,0.0,4
l9z4jf,0.01,0.01,0.01,0.17,0.01,0.34,0.01,0.01,0.01,0.46,9
la00tu,0.0,0.25,0.12,0.0,0.0,0.12,0.0,0.51,0.0,0.0,7
la0qdg,0.0,0.0,0.0,0.08,0.03,0.0,0.4,0.3,0.0,0.19,6
la1b6p,0.0,0.1,0.0,0.22,0.05,0.0,0.03,0.15,0.45,0.0,8
la47u4,0.36,0.27,0.14,0.0,0.08,0.0,0.0,0.14,0.0,0.0,0
la4ah5,0.01,0.16,0.01,0.3,0.01,0.01,0.43,0.01,0.01,0.01,6
la4pzz,0.16,0.0,0.06,0.0,0.08,0.0,0.27,0.14,0.12,0.16,6
la4ysg,0.03,0.03,0.03,0.54,0.03,0.03,0.03,0.03,0.03,0.26,3
la5mpd,0.07,0.0,0.0,0.15,0.1,0.0,0.0,0.14,0.0,0.53,9
la5pla,0.12,0.0,0.04,0.0,0.0,0.5,0.0,0.0,0.27,0.07,5
la6381,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.71,0.0,0.0,7
la6842,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.55,0.24,0.08,7
la77wi,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.8,0.15,8
la7mx9,0.28,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.39,0.0,8
la7vs2,0.0,0.0,0.0,0.27,0.0,0.0,0.2,0.0,0.0,0.49,9
la87ap,0.02,0.02,0.02,0.02,0.02,0.43,0.02,0.02,0.02,0.44,9
la8o1j,0.07,0.01,0.08,0.51,0.01,0.01,0.01,0.01,0.29,0.01,3
la8tpo,0.0,0.0,0.0,0.0,0.0,0.52,0.1,0.0,0.21,0.16,5
la9ujs,0.1,0.34,0.04,0.0,0.0,0.0,0.1,0.12,0.29,0.0,1
laa27t,0.21,0.0,0.0,0.0,0.0,0.28,0.15,0.1,0.0,0.26,5
laa48q,0.14,0.0,0.53,0.23,0.04,0.0,0.0,0.0,0.05,0.0,2
laaf5d,0.94,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
laaqp2,0.01,0.01,0.01,0.01,0.12,0.7,0.01,0.13,0.01,0.01,5
lab45i,0.11,0.09,0.07,0.0,0.0,0.0,0.14,0.35,0.24,0.0,7
labgvg,0.0,0.0,0.42,0.3,0.0,0.0,0.0,0.0,0.0,0.26,2
lac341,0.0,0.0,0.11,0.0,0.31,0.0,0.06,0.36,0.05,0.1,7
lacjqd,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.59,9
lacvvs,0.0,0.0,0.0,0.0,0.16,0.32,0.0,0.06,0.33,0.13,8
lad62p,0.0,0.25,0.0,0.08,0.0,0.5,0.16,0.0,0.0,0.0,5
ladc7o,0.09,0.0,0.08,0.14,0.0,0.34,0.0,0.34,0.0,0.0,5
ladfpv,0.0,0.0,0.0,0.18,0.0,0.4,0.0,0.0,0.0,0.39,5
lae9fz,0.0,0.0,0.34,0.23,0.14,0.0,0.03,0.0,0.25,0.0,2
laexu2,0.38,0.0,0.0,0.0,0.0,0.16,0.0,0.34,0.0,0.1,0
lafkvi,0.0,0.0,0.0,0.6,0.15,0.22,0.0,0.0,0.0,0.0,3
lag7rp,0.0,0.0,0.08,0.03,0.41,0.09,0.0,0.0,0.07,0.31,4
lagi4s,0.0,0.0,0.11,0.09,0.0,0.0,0.24,0.16,0.0,0.39,9
lah37g,0.0,0.0,0.0,0.25,0.34,0.0,0.0,0.0,0.38,0.0,8
lah8mt,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.15,0.22,0.42,9
lahjb2,0.0,0.0,0.18,0.19,0.0,0.43,0.0,0.0,0.18,0.0,5
lahmgv,0.0,0.11,0.0,0.37,0.45,0.0,0.0,0.05,0.0,0.0,4
laj9wt,0.08,0.01,0.1,0.0,0.11,0.0,0.03,0.24,0.19,0.24,7
lajcwq,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.71,0.0,8
lajuah,0.0,0.0,0.0,0.34,0.34,0.2,0.0,0.0,0.1,0.0,3
lajw58,0.19,0.0,0.2,0.0,0.0,0.23,0.37,0.0,0.0,0.0,6
lakcr2,0.05,0.04,0.0,0.03,0.08,0.0,0.15,0.35,0.2,0.1,7
lakjl9,0.01,0.01,0.36,0.41,0.01,0.01,0.16,0.01,0.01,0.01,3
lalhma,0.01,0.11,0.01,0.01,0.41,0.01,0.44,0.01,0.01,0.01,6
lalu1y,0.0,0.0,0.0,0.12,0.0,0.0,0.59,0.0,0.0,0.26,6
lam2mn,0.0,0.05,0.0,0.0,0.22,0.0,0.11,0.0,0.0,0.62,9
lamsmq,0.0,0.14,0.0,0.27,0.1,0.0,0.0,0.0,0.0,0.47,9
lan1uz,0.1,0.0,0.0,0.0,0.08,0.39,0.06,0.03,0.04,0.3,5
lannix,0.39,0.0,0.0,0.11,0.0,0.33,0.0,0.0,0.15,0.0,0
lannwh,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,9
laoa86,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.58,9
laofbs,0.0,0.0,0.0,0.11,0.23,0.51,0.14,0.0,0.0,0.0,5
laogd9,0.08,0.0,0.05,0.16,0.25,0.06,0.02,0.0,0.38,0.0,8
lapl0k,0.0,0.0,0.12,0.24,0.0,0.0,0.51,0.0,0.12,0.0,6
lapxqm,0.0,0.22,0.0,0.12,0.0,0.0,0.13,0.31,0.15,0.06,7
larbdf,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.22,7
larniz,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.32,0.31,5
laspvo,0.12,0.11,0.0,0.0,0.18,0.0,0.09,0.0,0.0,0.5,9
lasz0u,0.08,0.06,0.04,0.0,0.24,0.0,0.41,0.0,0.18,0.0,6
latdhz,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.45,0.24,8
lau19h,0.0,0.0,0.11,0.0,0.0,0.32,0.31,0.0,0.0,0.25,5
lau2sk,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.32,0.61,0.0,8
lauxup,0.06,0.0,0.14,0.18,0.33,0.0,0.02,0.18,0.09,0.0,4
law3im,0.0,0.1,0.0,0.19,0.04,0.0,0.15,0.49,0.02,0.0,7
law7mt,0.01,0.01,0.01,0.01,0.01,0.57,0.01,0.01,0.34,0.01,5
lawqjy,0.01,0.28,0.01,0.24,0.01,0.01,0.01,0.01,0.42,0.01,8
lay1qf,0.0,0.21,0.0,0.0,0.0,0.1,0.0,0.67,0.0,0.0,7
layd1m,0.0,0.0,0.17,0.15,0.0,0.0,0.65,0.0,0.0,0.0,6
laytuk,0.0,0.0,0.0,0.0,0.13,0.15,0.18,0.0,0.0,0.52,9
laywel,0.13,0.01,0.01,0.83,0.01,0.01,0.01,0.01,0.01,0.01,3
lazd6j,0.11,0.01,0.01,0.38,0.31,0.01,0.17,0.01,0.01,0.01,3
lb0d23,0.0,0.33,0.03,0.18,0.0,0.0,0.25,0.21,0.0,0.0,1
lb0ls7,0.01,0.01,0.47,0.16,0.01,0.18,0.01,0.01,0.01,0.14,2
lb1q9g,0.0,0.0,0.0,0.0,0.38,0.6,0.0,0.0,0.0,0.0,5
lb2mwk,0.3,0.0,0.45,0.0,0.0,0.0,0.0,0.23,0.0,0.0,2
lb30n7,0.25,0.14,0.07,0.4,0.0,0.0,0.0,0.0,0.13,0.0,3
lb3d98,0.13,0.0,0.04,0.0,0.29,0.0,0.0,0.0,0.0,0.54,9
lb3lfh,0.19,0.41,0.18,0.0,0.0,0.0,0.0,0.21,0.0,0.0,1
lb4pnb,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.37,0.16,0.34,7
lb4xc7,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.34,3
lb4yqe,0.19,0.09,0.0,0.25,0.25,0.0,0.0,0.22,0.0,0.0,3
lb5ha0,0.13,0.11,0.0,0.13,0.04,0.19,0.3,0.0,0.0,0.1,6
lb5rli,0.01,0.01,0.01,0.89,0.01,0.01,0.01,0.01,0.01,0.01,3
lb6o4g,0.01,0.01,0.38,0.01,0.01,0.32,0.01,0.01,0.01,0.26,2
lb6ted,0.01,0.01,0.01,0.77,0.08,0.01,0.01,0.01,0.01,0.11,3
lb6vtd,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.18,0.3,0.0,1
lb879v,0.0,0.39,0.0,0.23,0.0,0.0,0.0,0.34,0.0,0.0,1
lb8dn1,0.3,0.01,0.01,0.43,0.01,0.01,0.01,0.01,0.01,0.23,3
lb94mm,0.0,0.0,0.0,0.18,0.28,0.47,0.0,0.0,0.0,0.06,5
lb9nae,0.01,0.48,0.01,0.01,0.01,0.01,0.44,0.01,0.01,0.01,1
lb9u50,0.11,0.0,0.0,0.0,0.12,0.09,0.0,0.0,0.0,0.67,9
lb9w4n,0.0,0.06,0.0,0.0,0.0,0.0,0.3,0.31,0.0,0.32,9
lbamy1,0.01,0.01,0.01,0.11,0.01,0.11,0.73,0.01,0.01,0.01,6
lbbknd,0.0,0.0,0.02,0.04,0.16,0.1,0.31,0.15,0.0,0.23,6
lbbpa9,0.01,0.09,0.01,0.54,0.32,0.01,0.01,0.01,0.01,0.01,3
lbbug2,0.0,0.44,0.0,0.0,0.0,0.32,0.0,0.0,0.22,0.0,1
lbc64i,0.01,0.56,0.01,0.01,0.01,0.12,0.01,0.01,0.27,0.01,1
lbcjfg,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.1,5
lbcmbv,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.7,0.18,8
lbcs4m,0.0,0.0,0.0,0.0,0.1,0.57,0.0,0.02,0.3,0.0,5
lbdr3u,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.94,9
lbe0ak,0.02,0.02,0.36,0.18,0.02,0.18,0.02,0.18,0.02,0.02,2
lbec2j,0.0,0.0,0.16,0.0,0.0,0.08,0.16,0.04,0.23,0.31,9
lbfc3o,0.27,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.6,0.0,8
lbgooo,0.0,0.0,0.0,0.1,0.28,0.44,0.16,0.0,0.0,0.0,5
lbh4my,0.4,0.08,0.07,0.0,0.39,0.0,0.0,0.07,0.0,0.0,0
lbhhpf,0.0,0.0,0.0,0.0,0.24,0.41,0.0,0.0,0.0,0.33,5
lbhpa4,0.12,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.58,0.0,8
lbhs5n,0.01,0.5,0.01,0.01,0.01,0.01,0.43,0.01,0.01,0.01,1
lbhso2,0.01,0.01,0.01,0.29,0.01,0.47,0.2,0.01,0.01,0.01,5
lbi81p,0.1,0.0,0.08,0.0,0.0,0.33,0.0,0.0,0.3,0.2,5
lbky7o,0.01,0.01,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,5
lbl375,0.19,0.0,0.1,0.04,0.31,0.0,0.09,0.17,0.1,0.0,4
lbn8np,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.65,9
lbnyiv,0.0,0.0,0.06,0.1,0.03,0.25,0.01,0.16,0.0,0.39,9
lbpqps,0.01,0.28,0.01,0.18,0.01,0.01,0.01,0.01,0.44,0.01,8
lbr3hc,0.0,0.0,0.0,0.0,0.26,0.44,0.04,0.0,0.24,0.0,5
lbr6wy,0.06,0.0,0.04,0.15,0.0,0.16,0.0,0.49,0.0,0.09,7
lbrj3m,0.0,0.08,0.0,0.53,0.11,0.0,0.26,0.0,0.0,0.0,3
lbs0r3,0.27,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.28,0.3,9
lbsdcf,0.0,0.0,0.0,0.2,0.0,0.37,0.25,0.0,0.16,0.01,5
lbstk4,0.0,0.2,0.0,0.02,0.06,0.0,0.02,0.23,0.46,0.0,8
lbu853,0.01,0.01,0.01,0.77,0.07,0.01,0.12,0.01,0.01,0.01,3
lbv1b0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.56,9
lbv4yx,0.01,0.26,0.53,0.01,0.01,0.01,0.01,0.01,0.18,0.01,2
lbw8gk,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.09,0.22,5
lbwpnk,0.0,0.04,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.35,3
lbwwjz,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,8
lbxdva,0.0,0.27,0.36,0.0,0.14,0.22,0.0,0.0,0.0,0.0,2
lbxeov,0.0,0.0,0.0,0.0,0.14,0.43,0.0,0.0,0.42,0.0,5
lbxolj,0.0,0.0,0.0,0.12,0.06,0.14,0.08,0.11,0.0,0.49,9
lbyg2u,0.0,0.18,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,5
lbzeye,0.0,0.0,0.0,0.13,0.44,0.0,0.03,0.0,0.38,0.0,4
lbzq6n,0.02,0.62,0.02,0.02,0.02,0.02,0.02,0.02,0.22,0.02,1
lc08a4,0.39,0.02,0.45,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2
lc0ju1,0.32,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,9
lc231k,0.31,0.0,0.0,0.09,0.05,0.08,0.04,0.08,0.16,0.18,0
lc3cfw,0.16,0.01,0.01,0.26,0.01,0.01,0.53,0.01,0.01,0.01,6
lc3nlk,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.15,0.18,0.27,2
lc44s7,0.0,0.54,0.0,0.24,0.0,0.0,0.15,0.06,0.0,0.0,1
lc4v2d,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.74,0.22,8
lc57jy,0.06,0.0,0.44,0.0,0.14,0.0,0.04,0.0,0.0,0.31,2
lc5nvs,0.18,0.0,0.05,0.0,0.25,0.48,0.0,0.04,0.0,0.0,5
lc5wu8,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
lc6b9q,0.01,0.01,0.12,0.83,0.01,0.01,0.01,0.01,0.01,0.01,3
lc6uu4,0.03,0.77,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
lc7kwy,0.0,0.0,0.0,0.0,0.27,0.61,0.0,0.0,0.0,0.1,5
