,t0 health,t1 supplement,t2 advice,t3 thanks,t4 period,t5 period,t6 level,t7 weight,t8 like,t9 sex,t10 cyst,t11 doctor,t12 diet,t13 control,t14 feel,t15 amp,t16 hair,t17 metformin,t18 nt,t19 symptom,dominant_topic
hcu56k,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.04,0.29,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.43,19
hcurl6,0.06,0.0,0.0,0.07,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,17
hcw4cq,0.0,0.0,0.0,0.02,0.16,0.0,0.0,0.05,0.0,0.0,0.0,0.28,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,13
hcwfyg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.22,0.33,0.31,0.0,0.0,0.0,0.0,0.0,0.05,12
hcx8dc,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.12,0.0,0.05,0.38,0.14,0.0,0.0,0.0,0.13,14
hcxcba,0.0,0.0,0.0,0.06,0.0,0.46,0.0,0.18,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
hcycl6,0.01,0.01,0.01,0.01,0.01,0.67,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.18,0.01,0.01,5
hcz1lu,0.0,0.0,0.05,0.0,0.0,0.38,0.15,0.0,0.0,0.02,0.1,0.0,0.0,0.0,0.05,0.23,0.0,0.0,0.0,0.0,5
hczp2f,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,6
hd04t2,0.12,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.13,0.04,0.0,0.0,0.0,0.51,0.0,0.0,0.04,0.0,0.0,0.06,13
hd2j7r,0.0,0.0,0.06,0.0,0.0,0.25,0.25,0.14,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,5
hd2lhw,0.0,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.03,0.68,0.0,0.0,0.0,16
hd3mcp,0.02,0.05,0.04,0.0,0.16,0.06,0.05,0.0,0.25,0.0,0.0,0.09,0.0,0.0,0.05,0.02,0.15,0.04,0.0,0.0,8
hd3o53,0.0,0.03,0.0,0.0,0.04,0.37,0.1,0.0,0.05,0.0,0.0,0.06,0.18,0.04,0.0,0.0,0.07,0.06,0.01,0.0,5
hd5au5,0.01,0.01,0.01,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.38,0.01,0.44,0.01,0.01,0.01,16
hd5tuc,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.14,0.0,0.0,0.13,0.06,0.0,0.0,0.0,0.0,0.0,8
hd5ve4,0.0,0.16,0.0,0.1,0.02,0.17,0.16,0.1,0.0,0.0,0.02,0.0,0.06,0.0,0.2,0.0,0.0,0.0,0.0,0.0,14
hd5wzy,0.0,0.0,0.18,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.53,19
hd605v,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.15,0.09,0.0,0.0,0.0,0.06,0.0,0.1,0.0,0.31,0.0,0.0,0.0,16
hd6357,0.0,0.04,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.16,0.12,0.03,0.04,0.01,0.09,0.0,0.01,0.04,6
hd65ta,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.28,0.0,0.0,12
hd6bv1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
hd6owy,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.13,0.02,0.26,0.0,0.0,0.0,0.02,0.02,0.2,0.04,0.0,0.0,5
hd7v30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,8
hd84ll,0.0,0.0,0.03,0.03,0.12,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.13,0.0,0.03,0.0,0.0,0.0,6
hd8mcg,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,16
hd8s5o,0.05,0.07,0.19,0.0,0.08,0.2,0.03,0.05,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.19,0.0,0.0,0.0,5
hd9ijp,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.05,0.0,0.0,0.17,0.0,0.0,0.13,0.0,0.0,0.0,0.0,8
hd9iwp,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.02,0.0,0.05,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
hda7cp,0.1,0.17,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.05,0.0,0.0,0.26,0.0,0.0,0.0,0.03,0.0,0.0,0.33,19
hdaqrz,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.19,0.28,0.0,0.0,11
hdarfp,0.08,0.0,0.0,0.02,0.08,0.0,0.26,0.0,0.14,0.08,0.02,0.0,0.0,0.0,0.17,0.03,0.12,0.0,0.0,0.0,6
hdbv55,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.84,0.01,0.01,0.01,16
hdc8ru,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.06,5
hdc8tf,0.0,0.0,0.0,0.0,0.0,0.16,0.04,0.21,0.38,0.01,0.0,0.0,0.0,0.0,0.11,0.0,0.02,0.06,0.0,0.0,8
hdcia3,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.0,0.0,0.0,0.15,0.0,0.02,0.41,0.0,0.3,0.0,0.0,0.05,14
hdda0n,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.35,19
hddkvt,0.0,0.0,0.0,0.0,0.0,0.07,0.1,0.0,0.0,0.09,0.0,0.25,0.0,0.0,0.13,0.0,0.35,0.0,0.0,0.0,16
hdds2q,0.14,0.0,0.02,0.0,0.0,0.0,0.06,0.09,0.43,0.01,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,8
hde42i,0.0,0.0,0.0,0.04,0.0,0.37,0.12,0.0,0.25,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,5
hdf8l4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,1
hdfdbs,0.03,0.0,0.0,0.0,0.0,0.3,0.06,0.06,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
hdffac,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,8
hdfigx,0.0,0.22,0.1,0.07,0.0,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.17,0.13,0.0,0.12,1
hdfrj9,0.0,0.15,0.08,0.0,0.0,0.13,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,6
hdfvyq,0.0,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.49,0.3,0.0,0.0,0.0,0.0,0.05,0.0,0.09,0.0,10
hdg2fa,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.48,0.01,0.01,0.01,0.01,0.4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
hdgerd,0.01,0.19,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15,11
hdgks0,0.0,0.0,0.14,0.0,0.0,0.0,0.42,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
hdglz8,0.04,0.0,0.0,0.04,0.0,0.32,0.0,0.43,0.0,0.03,0.0,0.0,0.0,0.05,0.0,0.02,0.0,0.0,0.0,0.07,7
hdgo0a,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,8
hdhaxy,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.04,0.0,0.0,0.0,0.24,0.0,0.0,0.09,0.0,0.0,0.39,19
hdidu3,0.17,0.0,0.0,0.0,0.08,0.0,0.37,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.26,6
hdini5,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,5
hdjf1y,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.11,0.4,0.0,0.0,0.0,0.0,0.2,14
hdjhui,0.0,0.0,0.14,0.08,0.0,0.0,0.29,0.0,0.0,0.0,0.03,0.22,0.0,0.0,0.0,0.06,0.17,0.0,0.0,0.0,6
hdjiut,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.67,0.01,0.01,0.01,0.24,0.01,0.01,0.01,0.01,11
hdkgy7,0.0,0.0,0.0,0.01,0.13,0.19,0.01,0.11,0.15,0.01,0.09,0.19,0.01,0.0,0.02,0.02,0.04,0.0,0.0,0.03,5
hdkxom,0.1,0.02,0.0,0.01,0.04,0.0,0.11,0.0,0.09,0.0,0.01,0.0,0.0,0.09,0.06,0.08,0.09,0.16,0.03,0.1,17
hdlmf4,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.2,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,2
hdlzrj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.15,0.0,0.0,0.0,0.0,0.13,0.34,0.0,0.0,0.24,0.0,0.0,14
hdm1oq,0.0,0.05,0.15,0.04,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.12,0.05,0.0,0.0,0.0,0.16,13
hdmj16,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,19
hdmmee,0.04,0.0,0.06,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,11
hdpji4,0.0,0.0,0.0,0.03,0.0,0.0,0.61,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.16,0.0,6
hdpmt9,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,16
hdql0f,0.0,0.0,0.0,0.25,0.31,0.24,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
hdrhy8,0.0,0.0,0.08,0.0,0.0,0.18,0.0,0.07,0.09,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
hdrnp5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,8
hdu10j,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.29,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,11
hdux6s,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.0,0.0,0.0,0.13,0.0,5
hdv19y,0.0,0.0,0.22,0.11,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.14,0.0,0.0,13
hdvhhg,0.0,0.0,0.0,0.0,0.44,0.42,0.07,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
hdvqmu,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.24,0.0,0.0,0.08,0.25,0.3,0.0,0.0,0.0,0.09,0.0,0.0,0.0,12
hdvs9f,0.0,0.0,0.3,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
hdxlxf,0.0,0.0,0.0,0.0,0.0,0.18,0.23,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
hdxu8k,0.0,0.0,0.11,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,11
hdz3zy,0.13,0.0,0.05,0.02,0.02,0.09,0.04,0.04,0.17,0.03,0.01,0.05,0.0,0.17,0.0,0.0,0.09,0.0,0.0,0.08,8
hdznc9,0.16,0.01,0.56,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19,0.01,0.01,0.01,0.01,0.01,2
hdzqtr,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.64,0.0,0.07,0.05,0.0,0.05,0.03,0.01,0.07,11
hdzu88,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.04,0.25,8
he029n,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.16,0.0,0.0,0.0,0.08,0.12,2
he0g0g,0.0,0.11,0.0,0.06,0.0,0.1,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.1,0.12,0.23,19
he1zer,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.7,0.0,0.0,17
he2c9p,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.29,0.0,0.07,0.0,0.14,0.3,0.05,0.1,0.0,0.0,0.01,0.0,0.0,12
he2gox,0.06,0.0,0.16,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.33,0.1,0.0,0.0,0.0,0.05,0.06,13
he3cbk,0.0,0.0,0.0,0.1,0.16,0.57,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,5
he3qlk,0.0,0.0,0.05,0.0,0.0,0.22,0.03,0.09,0.16,0.01,0.0,0.09,0.04,0.08,0.03,0.0,0.1,0.0,0.0,0.09,5
he5h5e,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.24,0.12,0.0,0.0,0.0,0.0,0.0,8
he5ws2,0.0,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.06,16
he6q50,0.04,0.08,0.0,0.02,0.0,0.18,0.02,0.06,0.12,0.0,0.0,0.11,0.02,0.0,0.18,0.0,0.0,0.03,0.0,0.13,5
he7gb1,0.0,0.0,0.07,0.05,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.12,0.38,0.0,0.0,17
he7u8x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.06,0.08,0.0,0.24,0.32,0.0,18
he83sf,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.61,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12
he8f44,0.0,0.0,0.29,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.21,2
he8i86,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.03,0.27,0.0,0.0,0.0,0.26,0.02,0.09,0.0,0.0,0.28,0.0,0.0,17
he8jdf,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.22,0.02,0.0,0.05,0.0,0.0,0.55,0.0,0.04,0.0,0.0,0.08,14
he98rg,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.1,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
he9mby,0.03,0.0,0.09,0.08,0.0,0.16,0.0,0.26,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.1,0.0,0.0,0.0,12
he9w7s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.09,16
hean76,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.09,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.37,0.0,0.2,0.0,16
hebiqq,0.03,0.0,0.0,0.0,0.13,0.0,0.09,0.0,0.0,0.02,0.0,0.53,0.02,0.0,0.0,0.0,0.03,0.11,0.0,0.04,11
hech50,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.7,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
hecuyr,0.0,0.04,0.0,0.0,0.06,0.0,0.13,0.05,0.0,0.0,0.02,0.12,0.0,0.21,0.07,0.0,0.27,0.0,0.02,0.0,16
hedci8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.57,0.0,0.05,0.0,16
heeabd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.06,14
heej5a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.07,16
hef7kj,0.0,0.29,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,17
hefgdy,0.0,0.0,0.0,0.1,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.27,0.0,0.0,0.0,0.0,6
hegfle,0.0,0.0,0.08,0.09,0.0,0.31,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,8
heh38t,0.0,0.0,0.27,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.07,0.17,2
hei3ia,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.09,12
heikph,0.01,0.06,0.23,0.0,0.0,0.14,0.14,0.03,0.0,0.0,0.0,0.06,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.12,2
heiwfg,0.04,0.0,0.08,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.4,0.14,0.0,0.0,0.0,0.0,0.1,0.0,0.0,11
hej7gu,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.13,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
hej9fz,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.51,0.0,0.1,0.0,0.0,0.0,0.0,0.0,12
hejv9m,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,5
hejz3p,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.68,0.02,0.02,0.02,0.02,15
hekrcp,0.04,0.0,0.23,0.03,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.13,0.0,0.19,2
hekwrm,0.0,0.0,0.0,0.0,0.38,0.36,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,4
hel5hu,0.0,0.0,0.0,0.0,0.11,0.11,0.06,0.04,0.0,0.0,0.0,0.45,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.05,11
heltzf,0.01,0.01,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.18,0.01,0.23,0.01,0.01,0.01,2
helz07,0.0,0.0,0.0,0.04,0.05,0.0,0.78,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6
hem97w,0.0,0.05,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.04,0.2,14
hembay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,16
hemn5r,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.03,0.36,0.0,0.0,0.06,0.0,0.02,0.27,0.0,0.0,0.0,0.0,0.0,8
hen5uz,0.0,0.0,0.0,0.03,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.25,0.0,0.25,0.0,14
henlyq,0.0,0.0,0.07,0.04,0.23,0.0,0.0,0.0,0.12,0.0,0.02,0.14,0.0,0.14,0.18,0.0,0.04,0.0,0.02,0.0,4
henns0,0.03,0.03,0.52,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
heo094,0.0,0.05,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.04,0.0,0.0,0.0,0.18,0.0,0.0,5
heod53,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.38,0.0,0.13,0.0,16
heodp7,0.0,0.0,0.0,0.02,0.0,0.2,0.0,0.0,0.37,0.0,0.06,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,8
hepdfb,0.0,0.0,0.0,0.03,0.0,0.57,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,5
hepetl,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.14,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
hert8j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.32,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,13
herw5s,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,16
herzpe,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,16
hesbjq,0.0,0.0,0.0,0.0,0.0,0.17,0.16,0.0,0.2,0.0,0.0,0.09,0.0,0.0,0.05,0.0,0.0,0.32,0.0,0.0,17
hetwec,0.0,0.0,0.13,0.0,0.0,0.0,0.09,0.07,0.0,0.0,0.0,0.28,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
heu3bu,0.01,0.34,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3,0.01,0.01,0.01,0.01,0.01,0.24,0.01,0.01,0.01,0.01,1
heuu6o,0.0,0.0,0.0,0.07,0.04,0.25,0.03,0.04,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.08,0.28,0.0,0.0,0.0,16
heuykk,0.01,0.0,0.0,0.01,0.08,0.52,0.0,0.0,0.0,0.03,0.0,0.0,0.07,0.04,0.11,0.0,0.12,0.0,0.0,0.0,5
hev3bd,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.1,0.0,0.0,14
hevjlv,0.0,0.0,0.13,0.0,0.0,0.0,0.1,0.02,0.2,0.0,0.0,0.32,0.0,0.05,0.0,0.05,0.0,0.1,0.0,0.02,11
hex1l9,0.0,0.0,0.0,0.0,0.15,0.34,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,11
hex6fg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.29,0.01,0.01,0.01,0.01,0.48,0.01,0.01,0.01,0.01,0.01,14
hexovo,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,15
hey7r8,0.0,0.0,0.0,0.01,0.02,0.39,0.08,0.0,0.09,0.0,0.02,0.05,0.16,0.03,0.06,0.0,0.07,0.0,0.0,0.0,5
hezci0,0.0,0.0,0.0,0.0,0.08,0.34,0.0,0.0,0.0,0.19,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.17,0.0,0.0,5
hezp42,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.2,0.0,0.0,0.0,14
hezshs,0.0,0.0,0.09,0.14,0.0,0.23,0.0,0.0,0.0,0.0,0.12,0.09,0.0,0.0,0.0,0.11,0.11,0.0,0.09,0.0,5
hf039g,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.08,0.11,0.13,0.0,0.23,4
hf0awv,0.0,0.0,0.0,0.0,0.02,0.14,0.04,0.0,0.0,0.0,0.03,0.61,0.0,0.04,0.0,0.0,0.0,0.0,0.09,0.03,11
hf0nup,0.0,0.06,0.15,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.13,0.0,0.0,0.0,0.1,0.18,11
hf0ubo,0.0,0.12,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.35,0.08,0.05,0.08,0.0,0.1,14
hf119t,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.27,0.01,0.01,0.58,0.01,0.01,17
hf1np7,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.38,0.0,0.09,0.0,0.0,0.12,0.0,0.15,12
