,t0 taking,t1 feel,t2 pain,t3 hair,t4 hair,t5 doctor,t6 diet,t7 doctor,t8 day,t9 weight,t10 control,t11 pregnant,t12 level,t13 metformin,t14 help,dominant_topic
p2lshb,0.0,0.0,0.2,0.0,0.0,0.29,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.33,14
p2m7o6,0.0,0.12,0.0,0.05,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.0,0.0,5
p2md7e,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.07,0.29,0.0,0.19,5
p2mrrx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.25,0.0,0.0,0.39,0.0,13
p2mwzk,0.0,0.0,0.0,0.0,0.0,0.25,0.1,0.0,0.25,0.08,0.3,0.0,0.0,0.0,0.0,10
p2naqg,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.18,0.0,0.0,0.0,0.0,0.0,0.32,7
p2nhvk,0.0,0.43,0.0,0.0,0.07,0.09,0.16,0.0,0.0,0.03,0.0,0.06,0.12,0.0,0.04,1
p2nijk,0.0,0.62,0.0,0.0,0.24,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
p2o70v,0.0,0.04,0.06,0.0,0.0,0.18,0.0,0.0,0.0,0.06,0.0,0.11,0.23,0.15,0.16,12
p2ow87,0.0,0.0,0.0,0.0,0.0,0.3,0.27,0.0,0.0,0.0,0.0,0.0,0.19,0.09,0.1,5
p2q3jt,0.0,0.36,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,5
p2q8f6,0.0,0.0,0.0,0.08,0.14,0.35,0.0,0.0,0.0,0.37,0.0,0.0,0.05,0.0,0.0,9
p2qlqx,0.0,0.52,0.0,0.16,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1
p2qvmg,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,9
p2r1el,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.51,0.21,0.0,0.0,0.0,0.0,0.0,8
p2r3z5,0.35,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,1
p2tcki,0.0,0.2,0.0,0.0,0.0,0.0,0.29,0.06,0.16,0.13,0.0,0.0,0.0,0.08,0.06,6
p2ttci,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.21,0.08,0.4,0.07,0.0,0.0,0.09,0.0,9
p2uoit,0.0,0.0,0.12,0.0,0.0,0.14,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
p2vwsb,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.42,0.06,0.1,0.2,0.0,0.0,0.09,0.0,7
p2wuj1,0.0,0.47,0.03,0.0,0.07,0.0,0.04,0.0,0.05,0.12,0.06,0.0,0.0,0.0,0.15,1
p2wvwh,0.03,0.12,0.0,0.09,0.0,0.0,0.34,0.0,0.12,0.14,0.0,0.02,0.14,0.0,0.0,6
p2x7qv,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.18,0.25,0.0,0.0,0.27,0.0,0.0,0.0,1
p2xkc3,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.3,0.08,0.0,0.18,0.06,0.0,0.05,6
p2xxjl,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.17,0.0,0.0,0.26,0.05,0.0,0.0,0.19,3
p2y5dd,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.07,0.0,0.0,0.17,2
p2yxo9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.33,0.0,0.28,0.0,0.0,7
p30dsf,0.06,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.1,0.2,0.0,0.03,0.13,0.0,6
p30hbz,0.0,0.1,0.0,0.28,0.0,0.0,0.0,0.31,0.29,0.0,0.0,0.0,0.0,0.0,0.0,7
p30o4k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.07,0.0,8
p30om8,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.42,0.14,13
p30upg,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.19,0.26,0.0,0.0,0.0,0.0,1
p31ei8,0.0,0.0,0.0,0.08,0.0,0.37,0.0,0.0,0.05,0.12,0.0,0.14,0.0,0.0,0.23,5
p31foz,0.0,0.82,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1
p31qrh,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.13,0.65,14
p31riv,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
p333gc,0.0,0.51,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.14,0.0,0.0,0.0,0.04,0.0,1
p337fj,0.0,0.0,0.03,0.0,0.04,0.53,0.04,0.0,0.09,0.02,0.0,0.08,0.11,0.02,0.05,5
p33d2v,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.4,0.0,0.0,0.08,0.2,10
p3404z,0.01,0.01,0.01,0.01,0.01,0.01,0.52,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.34,6
p34ee8,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.18,0.0,0.0,0.0,0.4,14
p35l0d,0.07,0.15,0.0,0.0,0.0,0.0,0.03,0.44,0.0,0.18,0.13,0.0,0.0,0.0,0.0,7
p35wge,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,12
p36vzu,0.0,0.0,0.0,0.41,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,3
p38p2y,0.0,0.0,0.0,0.0,0.78,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
p398wq,0.0,0.27,0.0,0.0,0.09,0.12,0.0,0.0,0.0,0.0,0.32,0.17,0.0,0.03,0.0,10
p3cadx,0.0,0.28,0.0,0.23,0.21,0.05,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.15,1
p3cum5,0.03,0.2,0.0,0.0,0.16,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,6
p3d1ul,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.42,0.18,0.28,12
p3detr,0.42,0.27,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0
p3dfwr,0.0,0.0,0.0,0.0,0.15,0.07,0.0,0.37,0.09,0.0,0.0,0.0,0.0,0.15,0.16,7
p3dpl7,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.14,0.0,0.0,0.49,0.0,0.14,0.0,0.08,10
p3ettw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.79,0.0,0.0,0.0,0.0,0.07,0.0,8
p3frli,0.04,0.0,0.0,0.26,0.0,0.08,0.07,0.0,0.06,0.05,0.12,0.0,0.21,0.05,0.05,3
p3gbs1,0.24,0.0,0.0,0.0,0.04,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,12
p3gnmh,0.11,0.0,0.0,0.0,0.0,0.0,0.38,0.13,0.0,0.16,0.0,0.0,0.07,0.13,0.0,6
p3h0fz,0.27,0.12,0.0,0.0,0.0,0.0,0.06,0.07,0.21,0.0,0.26,0.0,0.0,0.0,0.0,0
p3h3sq,0.0,0.0,0.0,0.0,0.0,0.22,0.06,0.0,0.12,0.0,0.0,0.06,0.53,0.0,0.0,12
p3i407,0.0,0.0,0.0,0.0,0.03,0.0,0.09,0.0,0.08,0.0,0.51,0.0,0.0,0.11,0.17,10
p3idht,0.0,0.34,0.0,0.0,0.0,0.19,0.0,0.0,0.32,0.11,0.04,0.0,0.0,0.0,0.0,1
p3imlt,0.0,0.0,0.0,0.0,0.04,0.13,0.0,0.21,0.0,0.0,0.0,0.0,0.5,0.0,0.11,12
p3ivgv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.29,0.0,0.09,0.0,0.36,14
p3jlb1,0.05,0.0,0.05,0.0,0.0,0.0,0.03,0.24,0.37,0.01,0.06,0.0,0.0,0.09,0.08,8
p3jpla,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.19,0.25,0.28,14
p3jzsu,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.18,9
p3k6qw,0.03,0.11,0.0,0.02,0.04,0.0,0.18,0.06,0.0,0.29,0.04,0.07,0.06,0.0,0.1,9
p3kuz8,0.01,0.01,0.01,0.01,0.01,0.36,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.55,14
p3mwej,0.0,0.32,0.0,0.0,0.0,0.0,0.38,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,6
p3nrnb,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.63,14
p3oa0l,0.0,0.0,0.0,0.58,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3
p3onhy,0.0,0.0,0.0,0.0,0.0,0.3,0.08,0.15,0.0,0.05,0.0,0.06,0.3,0.05,0.0,5
p3op9u,0.0,0.21,0.0,0.04,0.0,0.13,0.0,0.2,0.06,0.15,0.11,0.0,0.0,0.0,0.09,1
p3pzgm,0.0,0.43,0.17,0.0,0.0,0.11,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,1
p3qftf,0.0,0.0,0.36,0.0,0.06,0.0,0.0,0.19,0.36,0.0,0.0,0.0,0.0,0.0,0.0,2
p3qgps,0.0,0.0,0.36,0.0,0.06,0.0,0.0,0.19,0.36,0.0,0.0,0.0,0.0,0.0,0.0,2
p3rfb5,0.01,0.43,0.01,0.01,0.01,0.47,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5
p3t48a,0.0,0.1,0.0,0.36,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.23,3
p3tsia,0.01,0.01,0.01,0.01,0.25,0.11,0.01,0.01,0.01,0.01,0.38,0.01,0.01,0.2,0.01,10
p3tt1c,0.07,0.0,0.0,0.16,0.04,0.24,0.2,0.0,0.0,0.08,0.16,0.0,0.0,0.04,0.0,5
p3ubd0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.53,0.0,0.0,12
p3ux4x,0.05,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.09,0.07,0.0,0.0,0.0,0.1,1
p3uxl7,0.0,0.0,0.0,0.0,0.0,0.23,0.17,0.0,0.05,0.0,0.33,0.0,0.11,0.02,0.09,10
p3v4lb,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6,0.01,0.01,0.01,0.28,10
p3vk5f,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.11,0.0,0.19,0.0,0.0,0.27,0.15,0.0,3
p3w0cf,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,1
p3w4ps,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.01,0.01,0.49,14
p3w9xn,0.03,0.53,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
p3wcbc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.24,0.39,0.0,0.21,12
p3wpbe,0.16,0.0,0.0,0.0,0.0,0.0,0.12,0.19,0.0,0.14,0.0,0.0,0.08,0.0,0.3,14
p3wr2l,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.28,0.08,0.08,0.0,0.0,0.0,1
p3x5lq,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.28,0.0,0.0,0.29,0.09,13
p3xdna,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.22,0.0,0.0,0.0,0.27,0.34,0.0,13
p3yp7q,0.07,0.0,0.06,0.0,0.06,0.0,0.0,0.23,0.42,0.0,0.0,0.13,0.0,0.0,0.03,8
p3yrow,0.0,0.2,0.0,0.0,0.07,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
p3zef9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7,0.23,0.01,0.01,0.01,0.01,0.01,0.01,7
p3zgek,0.0,0.0,0.06,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.32,0.0,0.0,0.29,0.22,10
p3zk79,0.0,0.61,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.12,0.03,0.0,1
p406w1,0.0,0.11,0.66,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.08,0.0,2
p40e6n,0.06,0.51,0.0,0.13,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
p40iek,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.88,14
p414j3,0.0,0.0,0.0,0.07,0.0,0.13,0.14,0.0,0.0,0.2,0.29,0.0,0.16,0.0,0.0,10
p41hvy,0.0,0.33,0.0,0.0,0.02,0.05,0.0,0.22,0.11,0.08,0.08,0.11,0.0,0.0,0.0,1
p41nc8,0.07,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.26,8
p41pnv,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.41,0.0,9
p41vm6,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1
p446sc,0.0,0.39,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,14
p45ecj,0.0,0.05,0.0,0.0,0.03,0.0,0.33,0.12,0.1,0.36,0.0,0.0,0.0,0.0,0.0,9
p45o1p,0.09,0.09,0.0,0.0,0.0,0.0,0.42,0.11,0.0,0.0,0.0,0.0,0.0,0.19,0.1,6
p46uoi,0.0,0.0,0.0,0.18,0.22,0.15,0.13,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.19,4
p48gob,0.23,0.01,0.01,0.01,0.01,0.4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.31,5
p48qe0,0.0,0.21,0.0,0.0,0.0,0.0,0.37,0.0,0.24,0.0,0.09,0.0,0.0,0.08,0.0,6
p490jn,0.06,0.0,0.0,0.4,0.13,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,3
p495xk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.61,0.0,0.0,0.0,0.18,0.0,9
p497xe,0.0,0.4,0.11,0.0,0.0,0.0,0.2,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.06,1
p49g85,0.0,0.29,0.14,0.17,0.0,0.0,0.0,0.0,0.07,0.06,0.07,0.07,0.0,0.0,0.11,1
p4a6xy,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.16,0.0,0.0,0.0,1
p4aaxs,0.0,0.0,0.04,0.0,0.41,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.05,0.35,4
p4ag3h,0.09,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.25,1
p4bc7x,0.1,0.0,0.04,0.0,0.09,0.0,0.05,0.29,0.0,0.13,0.0,0.04,0.0,0.1,0.16,7
p4bl3k,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.2,0.0,0.35,0.15,0.0,0.0,0.17,10
p4bqgw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.12,0.0,0.59,0.04,0.0,0.0,0.0,10
p4brpu,0.14,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,8
p4c4v0,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.46,0.32,0.01,0.01,0.01,10
p4cym3,0.0,0.0,0.35,0.0,0.0,0.36,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.09,0.15,5
p4ek9g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.39,0.14,0.26,12
p4ekzs,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.46,14
p4eww1,0.0,0.13,0.0,0.08,0.04,0.24,0.0,0.21,0.0,0.09,0.0,0.0,0.18,0.02,0.0,5
p4f5fe,0.0,0.0,0.28,0.12,0.21,0.3,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,5
p4f7l7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.34,0.0,0.0,0.17,0.0,7
p4fpyt,0.0,0.31,0.0,0.0,0.02,0.0,0.07,0.28,0.0,0.19,0.0,0.0,0.0,0.0,0.13,1
p4hqyu,0.0,0.0,0.08,0.33,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,14
p4hx03,0.0,0.0,0.0,0.08,0.06,0.32,0.0,0.0,0.34,0.0,0.0,0.0,0.17,0.02,0.0,8
p4ik86,0.0,0.52,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,1
p4iqvh,0.01,0.01,0.01,0.01,0.01,0.01,0.87,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6
p4isi4,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.87,0.0,0.0,0.0,0.03,0.0,0.0,0.0,7
p4jde2,0.0,0.13,0.0,0.0,0.0,0.67,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
p4jld7,0.0,0.0,0.0,0.3,0.06,0.0,0.0,0.11,0.0,0.0,0.25,0.11,0.0,0.15,0.0,3
p4k7dy,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.13,0.0,0.0,0.0,10
p4l2gt,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.34,0.0,0.15,0.24,0.0,0.0,0.22,8
p4lpre,0.0,0.73,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,1
p4lv3p,0.0,0.49,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,1
p4m2kc,0.0,0.54,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,1
p4m8n9,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.31,0.1,0.14,0.2,0.0,0.0,0.03,0.0,7
p4n3d5,0.0,0.2,0.0,0.0,0.0,0.0,0.31,0.0,0.37,0.0,0.0,0.0,0.0,0.09,0.0,8
p4nlbv,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.27,0.43,0.0,0.17,0.0,0.0,0.0,0.0,8
p4o8hq,0.0,0.33,0.06,0.09,0.0,0.0,0.0,0.22,0.17,0.0,0.0,0.0,0.0,0.0,0.12,1
p4oqr3,0.0,0.15,0.45,0.0,0.05,0.0,0.0,0.14,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2
p4oqyb,0.0,0.0,0.69,0.0,0.0,0.18,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,2
p4plxt,0.0,0.16,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.12,0.0,4
p4ppa0,0.0,0.17,0.08,0.0,0.0,0.0,0.3,0.0,0.08,0.0,0.19,0.0,0.0,0.12,0.07,6
p4q27h,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.2,0.0,0.0,0.0,0.0,0.26,7
p4qu2b,0.0,0.0,0.08,0.0,0.0,0.0,0.14,0.21,0.25,0.0,0.0,0.0,0.0,0.0,0.28,14
p4smju,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.25,0.11,0.33,0.0,0.0,0.0,0.03,0.0,9
p4t1ge,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.07,6
p4tpi0,0.04,0.07,0.0,0.21,0.0,0.08,0.19,0.0,0.0,0.22,0.19,0.0,0.0,0.0,0.0,9
p4uf36,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,6
p4umck,0.0,0.19,0.0,0.22,0.42,0.09,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4
p4vqlr,0.01,0.01,0.01,0.46,0.24,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.23,0.01,0.01,3
p4yrxd,0.0,0.0,0.0,0.29,0.0,0.0,0.12,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
p4zed1,0.0,0.0,0.0,0.33,0.21,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
p50rir,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.23,0.0,0.0,0.43,0.0,0.13,0.0,11
p513b6,0.01,0.01,0.31,0.01,0.01,0.56,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5
p519jx,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.53,0.03,0.03,12
p51i03,0.0,0.22,0.0,0.0,0.39,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.06,0.0,0.23,4
p51plh,0.01,0.56,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.37,1
p51xfa,0.01,0.31,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.08,0.01,0.01,0.53,0.01,0.01,12
p526yk,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.17,0.0,0.03,0.52,0.02,0.03,0.0,0.09,10
p52ixb,0.01,0.43,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01,11
p52mri,0.01,0.01,0.01,0.01,0.01,0.01,0.71,0.01,0.01,0.01,0.01,0.01,0.22,0.01,0.01,6
p52xf9,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.2,5
p53cd4,0.0,0.0,0.0,0.18,0.08,0.55,0.0,0.13,0.0,0.0,0.0,0.0,0.06,0.0,0.0,5
p54ca4,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.35,6
p54h9b,0.0,0.0,0.05,0.03,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.08,0.0,12
p54ryc,0.0,0.0,0.0,0.18,0.5,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,4
p55g3x,0.0,0.0,0.06,0.0,0.56,0.26,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,4
p55hmb,0.6,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
p55pqo,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,9
p5671z,0.22,0.0,0.1,0.17,0.15,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0
p569n8,0.0,0.28,0.0,0.0,0.0,0.1,0.0,0.22,0.0,0.34,0.0,0.05,0.0,0.0,0.0,9
p56e4e,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.16,0.2,0.0,0.0,0.07,0.06,0.13,0.0,1
p56kia,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.53,0.03,0.03,12
p56uqx,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.26,0.0,0.04,0.0,0.04,0.27,0.0,0.14,12
p5760w,0.0,0.46,0.0,0.0,0.0,0.0,0.12,0.05,0.0,0.35,0.0,0.0,0.0,0.0,0.0,1
p57840,0.01,0.27,0.01,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.51,0.01,0.01,12
p59krr,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.61,14
p5bddh,0.0,0.23,0.08,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,14
p5ciym,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.13,0.3,0.0,0.0,0.32,14
p5comq,0.0,0.53,0.29,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.06,0.0,0.0,0.0,1
p5dead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.03,0.28,0.0,0.24,0.0,0.2,10
p5dlnu,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.43,14
p5drd0,0.13,0.24,0.0,0.0,0.0,0.0,0.1,0.0,0.42,0.0,0.09,0.0,0.0,0.0,0.0,8
p5edrl,0.0,0.18,0.0,0.06,0.0,0.0,0.11,0.14,0.0,0.11,0.19,0.0,0.09,0.0,0.12,10
p5eu3q,0.12,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,12
p5g2iu,0.0,0.0,0.0,0.0,0.0,0.15,0.08,0.0,0.64,0.0,0.0,0.0,0.1,0.0,0.0,8
p5g83v,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.59,0.15,0.01,0.01,0.01,0.01,0.16,8
p5hb13,0.0,0.0,0.0,0.19,0.1,0.33,0.0,0.0,0.0,0.08,0.0,0.0,0.3,0.0,0.0,5
p5ho0g,0.01,0.01,0.01,0.9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3
p5i6kb,0.0,0.45,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
p5jdn1,0.0,0.05,0.0,0.0,0.02,0.0,0.45,0.12,0.09,0.0,0.0,0.0,0.0,0.26,0.0,6
p5jiun,0.0,0.44,0.0,0.0,0.02,0.08,0.0,0.25,0.0,0.22,0.0,0.0,0.0,0.0,0.0,1
p5k4d0,0.0,0.42,0.0,0.0,0.24,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
p5k6mr,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.37,0.01,0.01,0.01,0.55,14
p5kmtp,0.0,0.0,0.0,0.05,0.0,0.18,0.0,0.0,0.31,0.0,0.0,0.0,0.45,0.0,0.0,12
