,t0 stomach,t1 weight,t2 pain,t3 control,t4 hair,t5 normal,t6 insulin,t7 doctor,t8 day,t9 diet,dominant_topic
jt2b2k,0.0,0.0,0.0,0.0,0.91,0.06,0.0,0.0,0.0,0.0,4
jt2jsn,0.0,0.0,0.0,0.0,0.13,0.0,0.54,0.0,0.0,0.31,6
jt2k9q,0.09,0.0,0.0,0.77,0.0,0.11,0.0,0.0,0.0,0.0,3
jt2m0e,0.0,0.12,0.3,0.35,0.07,0.0,0.0,0.0,0.16,0.0,3
jt3w7i,0.0,0.6,0.0,0.16,0.08,0.0,0.0,0.14,0.0,0.0,1
jt40x7,0.01,0.01,0.01,0.01,0.01,0.01,0.19,0.74,0.01,0.01,7
jt41yh,0.06,0.0,0.0,0.62,0.0,0.0,0.13,0.17,0.0,0.0,3
jt489y,0.01,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,0.01,4
jt48e1,0.0,0.52,0.0,0.0,0.0,0.05,0.0,0.07,0.35,0.0,1
jt4z89,0.0,0.0,0.0,0.57,0.0,0.0,0.27,0.0,0.0,0.14,3
jt51z7,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,6
jt58kc,0.01,0.0,0.12,0.0,0.0,0.29,0.0,0.13,0.42,0.02,8
jt5i9x,0.02,0.55,0.0,0.0,0.04,0.0,0.0,0.25,0.0,0.13,1
jt5o0c,0.02,0.36,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3
jt6mca,0.0,0.15,0.34,0.1,0.08,0.0,0.11,0.13,0.1,0.0,2
jt713e,0.0,0.0,0.62,0.35,0.0,0.0,0.0,0.0,0.0,0.0,2
jt746y,0.06,0.01,0.01,0.46,0.01,0.01,0.01,0.01,0.01,0.45,3
jt7fo7,0.0,0.0,0.24,0.0,0.0,0.0,0.56,0.0,0.06,0.11,6
jt87jd,0.0,0.61,0.0,0.09,0.0,0.0,0.27,0.0,0.0,0.0,1
jt8l0n,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.42,0.3,0.15,7
jt9g83,0.05,0.0,0.0,0.23,0.04,0.62,0.0,0.0,0.0,0.05,5
jt9nni,0.0,0.0,0.12,0.0,0.0,0.48,0.38,0.0,0.0,0.0,5
jtahel,0.21,0.01,0.16,0.2,0.01,0.01,0.17,0.01,0.01,0.22,9
jtak7a,0.0,0.55,0.0,0.12,0.0,0.0,0.08,0.25,0.0,0.0,1
jtaubx,0.0,0.57,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.37,1
jtb26w,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
jtcjch,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.71,0.0,8
jtcmyt,0.0,0.0,0.0,0.24,0.0,0.74,0.0,0.0,0.0,0.0,5
jtd78a,0.07,0.0,0.0,0.38,0.0,0.0,0.24,0.29,0.0,0.0,3
jtenrx,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,0.24,0.37,9
jtfdlw,0.0,0.14,0.05,0.0,0.33,0.47,0.0,0.0,0.0,0.0,5
jtfhe7,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,4
jtfzug,0.01,0.01,0.01,0.01,0.63,0.01,0.29,0.01,0.01,0.01,4
jtg5fy,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.58,0.0,0.0,7
jtgorm,0.11,0.31,0.0,0.0,0.27,0.0,0.0,0.0,0.3,0.0,1
jtgpge,0.0,0.0,0.4,0.0,0.0,0.56,0.0,0.0,0.0,0.0,5
jtgue7,0.04,0.27,0.0,0.0,0.51,0.17,0.0,0.0,0.0,0.0,4
jth4wo,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.01,0.01,0.6,9
jth62z,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.94,9
jtieyl,0.01,0.01,0.01,0.01,0.59,0.01,0.01,0.01,0.36,0.01,4
jtirws,0.02,0.16,0.0,0.0,0.0,0.14,0.18,0.0,0.28,0.21,8
jtk8ne,0.03,0.0,0.0,0.18,0.0,0.0,0.37,0.34,0.0,0.06,6
jtkw34,0.01,0.0,0.07,0.16,0.06,0.11,0.06,0.25,0.1,0.17,7
jtlb2c,0.0,0.27,0.0,0.18,0.0,0.0,0.0,0.0,0.54,0.0,8
jtlrbc,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,7
jtmmna,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.92,0.01,8
jtmrw4,0.0,0.0,0.0,0.43,0.2,0.16,0.18,0.0,0.0,0.0,3
jtnhab,0.0,0.67,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,1
jto0m7,0.0,0.34,0.0,0.5,0.0,0.14,0.0,0.0,0.0,0.0,3
jtpqqu,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.6,9
jtpr51,0.01,0.01,0.01,0.36,0.01,0.39,0.17,0.01,0.01,0.01,5
jtqhx8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.93,0.01,0.01,7
jtqq13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.94,9
jtr66r,0.0,0.48,0.25,0.0,0.0,0.0,0.26,0.0,0.0,0.0,1
jtrieo,0.03,0.16,0.3,0.08,0.0,0.42,0.0,0.0,0.0,0.0,5
jts568,0.01,0.0,0.0,0.2,0.2,0.15,0.24,0.19,0.0,0.0,6
jtsvu0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1
jttspi,0.0,0.0,0.32,0.3,0.36,0.0,0.0,0.0,0.0,0.0,4
jtuiq5,0.0,0.23,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.34,6
jtusyl,0.0,0.35,0.43,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2
jtvqt8,0.01,0.4,0.01,0.01,0.01,0.01,0.53,0.01,0.01,0.01,6
jtwjlz,0.01,0.53,0.0,0.03,0.05,0.03,0.13,0.08,0.0,0.13,1
jtwnr0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.64,0.0,0.0,7
jtwzm2,0.0,0.0,0.38,0.32,0.0,0.02,0.0,0.18,0.09,0.0,2
jtzczr,0.01,0.01,0.5,0.01,0.01,0.46,0.01,0.01,0.01,0.01,2
jtzmti,0.0,0.1,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.63,9
jtzn76,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.21,0.0,0.0,4
ju0cba,0.0,0.0,0.09,0.38,0.11,0.0,0.0,0.13,0.28,0.0,3
ju0io2,0.0,0.0,0.18,0.0,0.0,0.21,0.0,0.13,0.47,0.0,8
ju13y4,0.03,0.0,0.24,0.11,0.15,0.0,0.0,0.46,0.0,0.0,7
ju1ckr,0.0,0.73,0.0,0.0,0.23,0.0,0.03,0.0,0.0,0.0,1
ju1ei6,0.03,0.14,0.19,0.13,0.07,0.0,0.0,0.11,0.24,0.1,8
ju1ioj,0.3,0.01,0.4,0.01,0.01,0.01,0.19,0.01,0.01,0.01,2
ju1tvs,0.0,0.46,0.03,0.04,0.0,0.0,0.0,0.04,0.18,0.24,1
ju1zbp,0.02,0.51,0.0,0.0,0.31,0.0,0.0,0.15,0.0,0.0,1
ju2mah,0.02,0.02,0.02,0.31,0.02,0.02,0.53,0.02,0.02,0.02,6
ju348t,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.25,0.46,0.0,8
ju3jr4,0.03,0.22,0.0,0.0,0.15,0.2,0.14,0.0,0.25,0.0,8
ju3ky0,0.01,0.01,0.01,0.01,0.01,0.01,0.81,0.01,0.01,0.15,6
ju3pf1,0.06,0.17,0.0,0.11,0.03,0.38,0.02,0.0,0.0,0.22,5
ju4b99,0.0,0.56,0.0,0.3,0.0,0.12,0.0,0.0,0.0,0.0,1
ju4bhh,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.19,0.2,3
ju7yeb,0.0,0.0,0.07,0.0,0.0,0.0,0.08,0.36,0.46,0.0,8
ju7zy7,0.02,0.13,0.39,0.0,0.05,0.31,0.0,0.09,0.0,0.0,2
ju88qr,0.0,0.0,0.0,0.2,0.0,0.0,0.18,0.0,0.0,0.59,9
ju8f9d,0.0,0.0,0.0,0.0,0.74,0.0,0.23,0.0,0.0,0.0,4
ju8ozg,0.0,0.0,0.22,0.08,0.0,0.0,0.23,0.0,0.44,0.0,8
ju9gbw,0.0,0.95,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ju9u5u,0.0,0.35,0.15,0.0,0.13,0.04,0.0,0.3,0.03,0.0,1
jua26n,0.0,0.17,0.0,0.24,0.0,0.0,0.0,0.0,0.57,0.0,8
juadqy,0.06,0.26,0.01,0.41,0.01,0.01,0.25,0.01,0.01,0.01,3
juaeu8,0.0,0.19,0.0,0.0,0.42,0.36,0.0,0.0,0.0,0.0,4
juajj7,0.0,0.0,0.0,0.0,0.0,0.6,0.37,0.0,0.0,0.0,5
juaxnr,0.01,0.8,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0.01,1
jubape,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.89,9
jubhyr,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.38,0.0,0.0,2
jubx5c,0.01,0.6,0.01,0.27,0.01,0.08,0.01,0.01,0.01,0.01,1
jubxgx,0.05,0.0,0.53,0.0,0.0,0.0,0.17,0.0,0.0,0.23,2
jucf3j,0.0,0.88,0.0,0.0,0.04,0.0,0.0,0.07,0.0,0.0,1
jucucq,0.01,0.01,0.87,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
juddnq,0.02,0.01,0.0,0.04,0.0,0.69,0.12,0.11,0.0,0.0,5
juddzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,9
judjvz,0.0,0.08,0.0,0.46,0.19,0.0,0.0,0.0,0.0,0.24,3
jufnlq,0.0,0.0,0.11,0.0,0.52,0.04,0.0,0.21,0.0,0.12,4
jug8oz,0.0,0.0,0.0,0.42,0.0,0.47,0.1,0.0,0.0,0.0,5
jugb3x,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,7
jugfdh,0.0,0.1,0.16,0.46,0.26,0.0,0.0,0.0,0.0,0.0,3
juh04z,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.32,0.0,2
juhbrj,0.0,0.1,0.0,0.0,0.07,0.0,0.41,0.0,0.0,0.41,6
juhc0c,0.0,0.0,0.0,0.1,0.12,0.72,0.0,0.05,0.0,0.0,5
juhz0m,0.0,0.31,0.0,0.19,0.0,0.0,0.0,0.32,0.11,0.05,7
jujuck,0.0,0.63,0.13,0.0,0.0,0.0,0.0,0.0,0.23,0.0,1
jujxde,0.0,0.0,0.0,0.3,0.37,0.33,0.0,0.0,0.0,0.0,4
juk42c,0.0,0.25,0.0,0.0,0.13,0.1,0.0,0.0,0.0,0.5,9
juk49j,0.0,0.71,0.0,0.16,0.0,0.1,0.0,0.0,0.0,0.0,1
jukoj3,0.0,0.0,0.56,0.0,0.0,0.2,0.0,0.23,0.0,0.0,2
jukvpg,0.0,0.0,0.21,0.77,0.0,0.0,0.0,0.0,0.0,0.0,3
jul4ij,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.59,0.0,8
julneh,0.0,0.29,0.0,0.0,0.0,0.05,0.23,0.0,0.0,0.4,9
jumork,0.04,0.23,0.16,0.04,0.0,0.15,0.09,0.0,0.19,0.1,1
jump4y,0.02,0.11,0.0,0.28,0.1,0.09,0.09,0.0,0.3,0.0,8
junbu8,0.0,0.14,0.07,0.0,0.0,0.2,0.14,0.19,0.27,0.0,8
junbxa,0.0,0.57,0.0,0.07,0.0,0.1,0.14,0.03,0.0,0.08,1
juniqo,0.03,0.29,0.17,0.26,0.0,0.0,0.0,0.0,0.15,0.09,1
junl6v,0.01,0.01,0.01,0.01,0.01,0.18,0.2,0.01,0.01,0.52,9
junlnk,0.0,0.0,0.0,0.15,0.32,0.0,0.0,0.0,0.5,0.0,8
junn20,0.01,0.01,0.01,0.01,0.01,0.01,0.87,0.01,0.01,0.01,6
juqn1s,0.0,0.21,0.0,0.08,0.0,0.0,0.0,0.25,0.45,0.0,8
juqts7,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.84,0.0,0.0,7
juqvr7,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,6
jurlg2,0.03,0.31,0.0,0.0,0.48,0.0,0.0,0.12,0.05,0.0,4
juru1b,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.59,0.21,0.0,7
jus4eo,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.6,0.14,0.0,7
jutscn,0.0,0.3,0.11,0.15,0.0,0.0,0.03,0.0,0.0,0.41,9
juuxbg,0.0,0.0,0.0,0.58,0.25,0.0,0.04,0.12,0.0,0.0,3
juuzo4,0.0,0.0,0.0,0.22,0.0,0.0,0.35,0.0,0.41,0.0,8
juva2p,0.0,0.0,0.0,0.34,0.0,0.29,0.34,0.0,0.0,0.0,3
juvd00,0.01,0.01,0.01,0.12,0.01,0.01,0.83,0.01,0.01,0.01,6
juvge6,0.0,0.0,0.0,0.51,0.46,0.0,0.0,0.0,0.0,0.0,3
juvjrp,0.0,0.5,0.03,0.0,0.0,0.0,0.08,0.11,0.11,0.16,1
juvz2g,0.03,0.22,0.23,0.0,0.0,0.0,0.0,0.0,0.5,0.0,8
juw0l5,0.16,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.1,0.5,9
juwjfl,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.25,0.0,0.0,6
juwnwg,0.01,0.18,0.0,0.19,0.32,0.0,0.08,0.0,0.1,0.12,4
jux2td,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.36,0.0,3
juxeor,0.01,0.01,0.51,0.01,0.01,0.08,0.16,0.01,0.22,0.01,2
juxeq5,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.11,0.18,7
juxn2x,0.01,0.01,0.01,0.01,0.17,0.01,0.56,0.2,0.01,0.01,6
juxsah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.64,9
juxwak,0.02,0.0,0.57,0.0,0.0,0.15,0.0,0.24,0.0,0.0,2
juziqt,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.45,0.39,8
juzvm1,0.0,0.08,0.0,0.3,0.0,0.2,0.19,0.22,0.0,0.0,3
juzvtp,0.0,0.0,0.0,0.0,0.39,0.0,0.35,0.0,0.24,0.0,4
jv04gn,0.01,0.01,0.01,0.46,0.01,0.01,0.01,0.28,0.22,0.01,3
jv08bq,0.05,0.53,0.08,0.0,0.0,0.0,0.04,0.0,0.0,0.3,1
jv0a23,0.0,0.08,0.04,0.0,0.0,0.0,0.11,0.73,0.0,0.04,7
jv1wy6,0.01,0.2,0.08,0.09,0.26,0.15,0.0,0.0,0.1,0.1,4
jv20ry,0.0,0.0,0.0,0.68,0.19,0.0,0.0,0.0,0.0,0.12,3
jv3bb5,0.0,0.51,0.25,0.0,0.0,0.0,0.08,0.15,0.0,0.0,1
jv58qp,0.07,0.25,0.01,0.01,0.01,0.01,0.22,0.01,0.01,0.43,9
jv6aq3,0.0,0.0,0.43,0.0,0.0,0.0,0.27,0.0,0.27,0.0,2
jv6zyj,0.01,0.13,0.01,0.01,0.01,0.65,0.17,0.01,0.01,0.01,5
jv7lmu,0.01,0.01,0.01,0.01,0.01,0.94,0.01,0.01,0.01,0.01,5
jv7oj1,0.0,0.0,0.0,0.34,0.0,0.27,0.0,0.13,0.24,0.0,3
jv7r0s,0.03,0.12,0.62,0.0,0.0,0.0,0.0,0.17,0.05,0.0,2
jv8hxm,0.01,0.01,0.01,0.01,0.01,0.01,0.68,0.01,0.01,0.25,6
jv8l04,0.0,0.0,0.14,0.0,0.28,0.22,0.0,0.12,0.24,0.0,4
jv8phi,0.0,0.38,0.0,0.0,0.0,0.29,0.0,0.0,0.31,0.0,1
jv9sqt,0.0,0.21,0.0,0.21,0.23,0.0,0.0,0.26,0.04,0.05,7
jvbnyu,0.19,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.74,9
jvcg1j,0.0,0.0,0.0,0.27,0.62,0.0,0.0,0.0,0.0,0.1,4
jvdh3p,0.0,0.1,0.17,0.13,0.07,0.21,0.04,0.0,0.16,0.12,5
jve7c8,0.0,0.0,0.0,0.27,0.0,0.23,0.24,0.08,0.08,0.09,3
jvekeo,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.57,0.0,0.26,7
jvergf,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.79,0.01,8
jvev0e,0.0,0.0,0.0,0.0,0.17,0.28,0.0,0.0,0.53,0.0,8
jvevim,0.0,0.14,0.5,0.09,0.0,0.0,0.0,0.0,0.26,0.0,2
jvf0lh,0.05,0.13,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.57,9
jvf5gf,0.09,0.42,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.26,1
jvfc6a,0.07,0.26,0.03,0.0,0.0,0.0,0.33,0.04,0.27,0.0,6
jvfxui,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.16,0.24,5
jvh8aj,0.01,0.01,0.44,0.49,0.01,0.01,0.01,0.01,0.01,0.01,3
jvhho2,0.0,0.16,0.04,0.2,0.21,0.32,0.05,0.0,0.0,0.02,5
jvhr2o,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
jvhrvl,0.0,0.71,0.0,0.06,0.0,0.05,0.0,0.1,0.0,0.08,1
jvi4gm,0.0,0.0,0.0,0.34,0.0,0.0,0.16,0.44,0.0,0.06,7
jvk0wp,0.0,0.04,0.11,0.36,0.0,0.0,0.0,0.0,0.48,0.0,8
jvk6qh,0.0,0.22,0.0,0.0,0.0,0.57,0.03,0.14,0.0,0.04,5
jvk7cz,0.0,0.2,0.0,0.03,0.56,0.0,0.04,0.0,0.14,0.03,4
jvl5ws,0.01,0.01,0.01,0.01,0.74,0.01,0.01,0.01,0.22,0.01,4
jvl8kn,0.01,0.01,0.01,0.01,0.01,0.01,0.12,0.8,0.01,0.01,7
jvm8rk,0.0,0.46,0.0,0.17,0.0,0.23,0.01,0.0,0.0,0.12,1
jvmjsu,0.0,0.14,0.0,0.03,0.64,0.0,0.08,0.11,0.0,0.0,4
jvn8v7,0.0,0.0,0.41,0.0,0.0,0.55,0.0,0.0,0.0,0.0,5
jvoezl,0.0,0.0,0.0,0.0,0.35,0.0,0.08,0.4,0.15,0.0,7
jvou2c,0.0,0.0,0.0,0.0,0.04,0.13,0.31,0.0,0.0,0.5,9
jvp0l1,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.28,0.0,0.0,6
jvqabw,0.0,0.38,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2
jvqmqj,0.02,0.26,0.0,0.28,0.0,0.0,0.0,0.16,0.22,0.06,3
jvqu2t,0.0,0.0,0.38,0.18,0.0,0.0,0.0,0.41,0.0,0.0,7
jvr504,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01,3
jvs2z8,0.02,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.33,0.33,8
jvs4ma,0.0,0.0,0.68,0.2,0.1,0.0,0.0,0.0,0.0,0.0,2
jvsamy,0.0,0.13,0.28,0.05,0.15,0.14,0.12,0.14,0.0,0.0,2
jvtk13,0.0,0.0,0.0,0.0,0.07,0.0,0.19,0.06,0.43,0.24,8
jvv2oz,0.0,0.26,0.0,0.0,0.0,0.0,0.22,0.3,0.0,0.21,7
jvv8gm,0.0,0.0,0.56,0.0,0.0,0.41,0.0,0.0,0.0,0.0,2
jvv9by,0.0,0.0,0.0,0.1,0.39,0.35,0.03,0.12,0.0,0.0,4
jvvj82,0.01,0.01,0.01,0.38,0.01,0.01,0.19,0.01,0.01,0.38,3
jvvupf,0.06,0.28,0.17,0.46,0.01,0.01,0.01,0.01,0.01,0.01,3
jvx959,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.19,0.0,0.0,2
jvyd4c,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
jw0nym,0.02,0.0,0.0,0.11,0.69,0.02,0.11,0.0,0.05,0.0,4
jw1jj2,0.05,0.0,0.0,0.22,0.15,0.0,0.15,0.42,0.0,0.0,7
jw47kg,0.0,0.12,0.12,0.73,0.0,0.0,0.0,0.0,0.0,0.0,3
jw48ow,0.01,0.01,0.87,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
jw4c46,0.0,0.12,0.0,0.49,0.0,0.15,0.0,0.17,0.0,0.06,3
jw5dnr,0.0,0.08,0.07,0.15,0.16,0.24,0.0,0.25,0.04,0.0,7
jw64e2,0.0,0.0,0.0,0.52,0.0,0.0,0.06,0.25,0.16,0.0,3
jw64xh,0.0,0.0,0.04,0.46,0.0,0.2,0.07,0.14,0.0,0.08,3
jw6s1b,0.0,0.57,0.0,0.0,0.34,0.07,0.0,0.0,0.0,0.0,1
jw6zyd,0.0,0.0,0.0,0.15,0.15,0.0,0.58,0.11,0.0,0.0,6
jw7c6v,0.0,0.0,0.0,0.44,0.19,0.0,0.1,0.0,0.24,0.0,3
jw7t9v,0.0,0.0,0.0,0.51,0.48,0.0,0.0,0.0,0.0,0.0,3
jw7upn,0.02,0.27,0.0,0.18,0.18,0.0,0.03,0.09,0.18,0.05,1
jw96fj,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.94,0.0,0.0,7
jwa66k,0.0,0.0,0.0,0.22,0.29,0.22,0.14,0.0,0.0,0.12,4
jwagi0,0.01,0.01,0.01,0.24,0.14,0.01,0.01,0.01,0.33,0.25,8
jwav9g,0.0,0.0,0.06,0.4,0.07,0.17,0.0,0.29,0.0,0.0,3
jwbo2k,0.0,0.28,0.1,0.0,0.5,0.0,0.0,0.0,0.1,0.0,4
jwcenc,0.01,0.01,0.01,0.93,0.01,0.01,0.01,0.01,0.01,0.01,3
jwcjmu,0.01,0.01,0.18,0.35,0.09,0.01,0.01,0.01,0.34,0.01,3
jwdflz,0.0,0.0,0.0,0.0,0.0,0.22,0.76,0.0,0.0,0.0,6
jwdxof,0.01,0.01,0.01,0.01,0.01,0.49,0.43,0.01,0.01,0.01,5
jwfoa9,0.0,0.35,0.0,0.43,0.0,0.1,0.06,0.06,0.0,0.0,3
jwfp3z,0.03,0.36,0.03,0.03,0.03,0.03,0.44,0.03,0.03,0.03,6
jwfpkf,0.01,0.01,0.01,0.36,0.01,0.57,0.01,0.01,0.01,0.01,5
jwfsb3,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,7
jwgpxa,0.01,0.01,0.01,0.01,0.01,0.01,0.87,0.01,0.01,0.01,6
jwguig,0.01,0.01,0.01,0.01,0.01,0.33,0.01,0.32,0.01,0.3,5
jwhix4,0.0,0.28,0.12,0.0,0.0,0.3,0.16,0.12,0.0,0.0,5
jwhybg,0.01,0.01,0.11,0.2,0.01,0.01,0.61,0.05,0.01,0.01,6
jwikdf,0.01,0.01,0.47,0.49,0.01,0.01,0.01,0.01,0.01,0.01,3
jwk6hc,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.09,0.14,0.0,4
jwki57,0.0,0.0,0.0,0.0,0.0,0.74,0.14,0.1,0.0,0.0,5
jwkrne,0.0,0.22,0.0,0.21,0.41,0.0,0.14,0.0,0.0,0.0,4
jwl5fc,0.0,0.58,0.0,0.0,0.0,0.0,0.11,0.29,0.0,0.0,1
jwl6iu,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.42,0.0,0.0,2
jwmz41,0.0,0.0,0.0,0.0,0.0,0.85,0.1,0.0,0.03,0.0,5
jwn7y1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,9
jwn9ac,0.01,0.01,0.01,0.01,0.01,0.41,0.01,0.01,0.01,0.48,9
jwnonk,0.02,0.0,0.6,0.17,0.0,0.0,0.0,0.2,0.0,0.0,2
jwo7do,0.09,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,4
jwoewa,0.0,0.0,0.0,0.0,0.54,0.3,0.0,0.15,0.0,0.0,4
jwon8d,0.01,0.01,0.01,0.01,0.01,0.01,0.39,0.01,0.38,0.18,6
jwoyqq,0.0,0.44,0.0,0.21,0.0,0.0,0.0,0.34,0.0,0.0,1
jwpgvq,0.01,0.01,0.01,0.01,0.01,0.01,0.59,0.36,0.01,0.01,6
jwpkbh,0.01,0.01,0.19,0.41,0.01,0.01,0.01,0.01,0.35,0.01,3
jwq0e8,0.02,0.02,0.52,0.32,0.02,0.02,0.02,0.02,0.02,0.02,2
jwr4au,0.0,0.46,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
jwr83n,0.0,0.26,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.51,9
jwrlid,0.01,0.01,0.01,0.23,0.01,0.01,0.48,0.01,0.24,0.01,6
jwsd7c,0.02,0.0,0.0,0.0,0.0,0.39,0.14,0.29,0.15,0.0,5
jwsv02,0.08,0.0,0.0,0.56,0.0,0.0,0.0,0.17,0.0,0.17,3
jwszfq,0.0,0.0,0.09,0.08,0.03,0.1,0.24,0.45,0.0,0.0,7
jwt5nq,0.0,0.24,0.08,0.21,0.0,0.22,0.09,0.15,0.0,0.0,1
jwt9u7,0.03,0.0,0.0,0.0,0.4,0.0,0.09,0.07,0.17,0.24,4
jwt9ut,0.01,0.01,0.01,0.01,0.01,0.61,0.01,0.01,0.01,0.31,5
jwtn0i,0.0,0.0,0.0,0.05,0.68,0.0,0.0,0.0,0.0,0.25,4
jwtnww,0.0,0.45,0.0,0.0,0.0,0.0,0.31,0.21,0.0,0.0,1
jwu0e3,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,4
jwulm0,0.0,0.19,0.06,0.0,0.04,0.0,0.0,0.7,0.0,0.0,7
jwum22,0.08,0.17,0.01,0.21,0.01,0.01,0.16,0.34,0.01,0.01,7
jwvbgt,0.01,0.33,0.0,0.09,0.02,0.17,0.07,0.0,0.12,0.18,1
jwvsyy,0.0,0.0,0.07,0.11,0.0,0.0,0.08,0.0,0.73,0.0,8
jwvvp5,0.0,0.66,0.0,0.0,0.0,0.0,0.05,0.27,0.0,0.0,1
jww63z,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.4,0.0,0.0,3
jww8nu,0.08,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,9
jwwmty,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.62,9
jwxczx,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.51,0.36,0.0,7
jwxiw3,0.0,0.59,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.19,1
jwyibt,0.0,0.0,0.8,0.0,0.0,0.08,0.0,0.1,0.0,0.0,2
jwz4p3,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,4
jwzs81,0.0,0.0,0.35,0.0,0.61,0.0,0.0,0.0,0.0,0.0,4
jwzuu0,0.02,0.0,0.0,0.55,0.0,0.0,0.0,0.11,0.31,0.0,3
jx0kcd,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,6
jx1fxc,0.02,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.64,0.1,8
jx2a2a,0.0,0.41,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,4
jx2st9,0.0,0.25,0.0,0.0,0.0,0.19,0.19,0.35,0.0,0.0,7
