,t0 symptom,t1 hair,t2 doctor,t3 help,t4 day,t5 period,t6 level,t7 metformin,t8 year,t9 pregnant,t10 pain,t11 like,t12 weight,t13 control,t14 hair,dominant_topic
o6xlrr,0.11,0.0,0.0,0.0,0.17,0.12,0.0,0.25,0.0,0.0,0.0,0.33,0.0,0.0,0.0,11
o6xrbp,0.1,0.0,0.15,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,13
o6xvwk,0.11,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.19,0.0,0.12,0.0,2
o6zqp5,0.1,0.13,0.07,0.0,0.08,0.0,0.05,0.0,0.11,0.03,0.08,0.0,0.32,0.0,0.03,12
o70253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.15,0.0,12
o70ojt,0.05,0.0,0.4,0.11,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,2
o70sz6,0.11,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.3,0.0,0.0,0.14,0.0,0.0,5
o710n6,0.01,0.59,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.24,0.01,0.01,0.01,0.01,0.01,1
o72jj5,0.0,0.27,0.0,0.04,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.24,0.2,0.15,0.0,1
o72rl8,0.01,0.01,0.01,0.01,0.3,0.01,0.01,0.01,0.01,0.01,0.01,0.59,0.01,0.01,0.01,11
o735fi,0.0,0.0,0.06,0.0,0.0,0.05,0.34,0.0,0.36,0.1,0.07,0.0,0.0,0.0,0.0,8
o740dt,0.0,0.02,0.0,0.09,0.19,0.08,0.05,0.05,0.0,0.0,0.0,0.45,0.0,0.06,0.0,11
o743o3,0.0,0.0,0.03,0.0,0.0,0.11,0.0,0.0,0.13,0.0,0.03,0.45,0.0,0.24,0.0,11
o747h4,0.0,0.13,0.08,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.2,0.0,0.03,11
o74en9,0.38,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.08,0.0,0.17,0.0,0.0,0.0,0.23,0
o75bj4,0.0,0.0,0.0,0.05,0.0,0.55,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,5
o75qce,0.04,0.0,0.0,0.07,0.0,0.17,0.0,0.0,0.25,0.0,0.07,0.0,0.0,0.4,0.0,13
o75ui3,0.0,0.0,0.16,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
o75ym5,0.05,0.0,0.16,0.19,0.0,0.0,0.0,0.09,0.47,0.0,0.0,0.0,0.0,0.0,0.0,8
o76u17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.61,0.0,13
o76zta,0.0,0.0,0.1,0.02,0.0,0.36,0.0,0.03,0.0,0.11,0.03,0.33,0.0,0.02,0.0,5
o7771x,0.01,0.01,0.01,0.5,0.01,0.01,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.31,3
o77i24,0.17,0.06,0.09,0.09,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.42,0.06,0.0,0.0,11
o77yt6,0.12,0.0,0.1,0.0,0.0,0.16,0.05,0.0,0.0,0.0,0.0,0.45,0.0,0.11,0.0,11
o78al1,0.0,0.0,0.16,0.0,0.0,0.43,0.14,0.0,0.02,0.0,0.13,0.09,0.0,0.03,0.0,5
o78vsj,0.04,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.15,0.32,0.0,0.0,8
o795hy,0.23,0.0,0.0,0.06,0.0,0.0,0.0,0.08,0.12,0.0,0.0,0.07,0.43,0.0,0.0,12
o7apd4,0.01,0.01,0.01,0.01,0.01,0.9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5
o7c9ay,0.11,0.0,0.0,0.2,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.25,0.08,13
o7epd0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,11
o7fsn0,0.0,0.0,0.0,0.09,0.0,0.0,0.16,0.23,0.0,0.0,0.0,0.2,0.0,0.3,0.0,13
o7ftno,0.15,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.36,0.0,0.0,0.26,0.08,0.0,0.08,8
o7h00p,0.0,0.0,0.0,0.0,0.25,0.11,0.0,0.0,0.0,0.0,0.0,0.58,0.03,0.0,0.03,11
o7hjr7,0.01,0.53,0.01,0.19,0.01,0.01,0.22,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
o7hk6k,0.1,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.16,0.0,0.0,0.1,0.0,1
o7j49x,0.0,0.0,0.0,0.0,0.34,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,6
o7jhw5,0.58,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0
o7k09y,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.55,0.0,0.0,0.37,0.0,0.0,0.0,8
o7kgc3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,14
o7l5t9,0.07,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.44,0.24,0.06,0.0,0.0,0.06,0.0,8
o7ltcn,0.0,0.15,0.08,0.18,0.0,0.0,0.0,0.26,0.09,0.0,0.1,0.13,0.0,0.0,0.0,7
o7m7gs,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.45,0.36,0.0,0.0,0.0,10
o7mzcl,0.14,0.1,0.0,0.18,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.29,0.0,0.0,0.0,11
o7n3lx,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.8,0.0,0.0,0.0,11
o7n5h2,0.0,0.0,0.34,0.0,0.0,0.0,0.22,0.0,0.16,0.0,0.0,0.0,0.14,0.13,0.0,2
o7nx46,0.0,0.05,0.07,0.0,0.0,0.0,0.39,0.0,0.18,0.02,0.0,0.0,0.12,0.16,0.0,6
o7otwg,0.17,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.06,12
o7qa9n,0.02,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.07,0.07,0.0,0.42,0.33,0.0,0.0,11
o7qeaa,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.07,0.14,0.0,0.0,0.34,0.12,0.24,0.0,11
o7qn6c,0.0,0.09,0.0,0.0,0.25,0.2,0.16,0.0,0.0,0.0,0.0,0.17,0.11,0.0,0.0,4
o7qnf2,0.0,0.0,0.18,0.0,0.0,0.0,0.26,0.0,0.39,0.0,0.15,0.0,0.0,0.0,0.0,8
o7qvdx,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.25,0.16,0.19,6
o7r2u3,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.11,0.0,0.06,0.11,8
o7rwkp,0.0,0.0,0.36,0.0,0.0,0.0,0.07,0.0,0.27,0.03,0.0,0.0,0.13,0.13,0.0,2
o7s0cm,0.0,0.0,0.0,0.09,0.0,0.0,0.16,0.0,0.3,0.0,0.38,0.0,0.0,0.0,0.05,10
o7tbee,0.2,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.14,0.03,0.0,11
o7tf88,0.0,0.11,0.12,0.15,0.08,0.05,0.29,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,6
o7tqnd,0.32,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.32,0.01,0.01,0.26,0
o7ts3c,0.0,0.0,0.46,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.12,0.0,0.09,0.0,2
o7ttpr,0.0,0.17,0.09,0.0,0.28,0.0,0.15,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.05,4
o7vqt1,0.0,0.0,0.51,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,2
o7vwcb,0.01,0.01,0.31,0.2,0.01,0.01,0.01,0.01,0.01,0.01,0.42,0.01,0.01,0.01,0.01,10
o7w2tp,0.23,0.0,0.08,0.0,0.18,0.1,0.0,0.0,0.29,0.02,0.0,0.0,0.0,0.07,0.02,8
o7wswl,0.0,0.0,0.03,0.0,0.0,0.0,0.23,0.0,0.17,0.0,0.27,0.0,0.0,0.23,0.06,10
o7xdob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.27,0.0,0.0,0.0,0.0,0.0,0.28,7
o7xte2,0.07,0.06,0.07,0.0,0.0,0.05,0.0,0.01,0.14,0.03,0.0,0.43,0.06,0.07,0.0,11
o7z1rf,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0
o7zdsw,0.45,0.16,0.01,0.32,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
o81zv7,0.27,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.61,0.01,0.01,0.01,11
o822fh,0.1,0.0,0.0,0.25,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.35,0.0,0.0,0.0,11
o823a8,0.1,0.0,0.0,0.25,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.35,0.0,0.0,0.0,11
o82in8,0.01,0.01,0.01,0.01,0.29,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.12,13
o82z3q,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.23,0.01,0.62,0.01,0.01,0.01,11
o83go9,0.0,0.0,0.07,0.0,0.21,0.0,0.22,0.11,0.0,0.0,0.1,0.16,0.12,0.0,0.0,6
o83p0c,0.21,0.0,0.39,0.15,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
o84o1l,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.08,0.0,0.0,0.81,0.05,0.0,0.0,11
o84ser,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.35,0.0,0.0,0.0,8
o84vyf,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.19,0.13,0.11,0.13,0.22,0.14,0.0,12
o87uxa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.16,0.0,0.46,0.0,0.0,0.0,11
o88qxr,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.25,0.0,0.29,0.0,0.0,0.0,0.0,5
o88xn6,0.0,0.14,0.3,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,3
o89das,0.0,0.0,0.18,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.17,0.41,0.0,0.0,12
o8aksc,0.48,0.0,0.09,0.16,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0
o8brj3,0.0,0.03,0.16,0.0,0.0,0.0,0.02,0.06,0.25,0.04,0.02,0.05,0.38,0.0,0.0,12
o8cf86,0.12,0.0,0.0,0.23,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,6
o8d9h1,0.16,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.08,0.0,0.0,0.55,0.0,0.04,0.0,11
o8e3by,0.1,0.05,0.09,0.0,0.0,0.07,0.0,0.0,0.0,0.27,0.0,0.26,0.07,0.08,0.0,9
o8ecmt,0.01,0.01,0.01,0.01,0.01,0.01,0.37,0.53,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
o8f3dt,0.13,0.0,0.0,0.05,0.0,0.41,0.0,0.0,0.28,0.0,0.03,0.0,0.0,0.09,0.0,5
o8gnaz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.53,0.0,0.0,12
o8h1zl,0.21,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,5
o8hkpc,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.13,0.0,0.4,0.0,0.19,0.0,0.0,0.0,9
o8if3l,0.0,0.05,0.0,0.1,0.0,0.33,0.0,0.0,0.13,0.31,0.0,0.08,0.0,0.0,0.0,5
o8jouh,0.0,0.0,0.0,0.0,0.0,0.2,0.45,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.08,6
o8kk8i,0.0,0.0,0.09,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.16,0.24,0.0,0.0,0.0,5
o8kuoc,0.0,0.0,0.04,0.19,0.0,0.61,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,5
o8ljyn,0.0,0.0,0.16,0.0,0.0,0.48,0.0,0.0,0.14,0.09,0.0,0.0,0.0,0.1,0.0,5
o8lplx,0.02,0.0,0.0,0.04,0.0,0.51,0.0,0.0,0.19,0.02,0.08,0.0,0.0,0.13,0.0,5
o8m18b,0.0,0.0,0.06,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,5
o8o0mj,0.21,0.0,0.22,0.07,0.05,0.0,0.0,0.0,0.14,0.0,0.2,0.0,0.04,0.02,0.04,2
o8ocu1,0.0,0.0,0.13,0.09,0.0,0.53,0.0,0.0,0.0,0.16,0.0,0.06,0.0,0.0,0.0,5
o8okpl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.16,0.28,0.24,0.0,7
o8on2d,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,12
o8oy62,0.29,0.0,0.13,0.23,0.0,0.23,0.0,0.0,0.0,0.06,0.0,0.0,0.05,0.0,0.0,0
o8psip,0.09,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,13
o8qm4m,0.19,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.16,0.0,11
o8qokj,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,11
o8rj0g,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.48,0.41,0.0,0.0,0.0,10
o8smsb,0.0,0.0,0.13,0.0,0.14,0.19,0.0,0.0,0.08,0.03,0.04,0.39,0.0,0.0,0.0,11
o8su3r,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.53,0.0,0.0,0.0,0.25,0.15,0.0,8
o8twfr,0.39,0.0,0.0,0.0,0.0,0.0,0.16,0.09,0.0,0.0,0.11,0.24,0.0,0.0,0.0,0
o8vv79,0.0,0.0,0.24,0.1,0.0,0.08,0.0,0.0,0.16,0.0,0.41,0.0,0.0,0.0,0.0,10
o8wnyy,0.07,0.0,0.21,0.05,0.16,0.0,0.06,0.0,0.0,0.02,0.0,0.22,0.02,0.0,0.17,11
o8x2hi,0.0,0.0,0.05,0.18,0.0,0.28,0.0,0.0,0.0,0.0,0.02,0.47,0.0,0.0,0.0,11
o8xe16,0.0,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.43,0.0,0.39,0.0,0.0,0.0,0.0,8
o8yusm,0.0,0.0,0.0,0.0,0.17,0.0,0.12,0.0,0.3,0.0,0.1,0.0,0.0,0.29,0.0,8
o906v5,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.44,0.0,13
o906zo,0.0,0.0,0.37,0.06,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
o90afg,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.37,0.22,0.0,0.18,0.0,0.09,0.0,8
o918de,0.0,0.0,0.1,0.0,0.0,0.1,0.27,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,10
o91moz,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,12
o91uer,0.0,0.0,0.06,0.0,0.17,0.0,0.0,0.07,0.24,0.0,0.1,0.0,0.0,0.34,0.0,13
o91uqw,0.0,0.18,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.45,0.0,0.0,12
o92qk0,0.0,0.0,0.0,0.07,0.24,0.0,0.0,0.08,0.0,0.0,0.0,0.25,0.0,0.06,0.28,14
o933n4,0.0,0.0,0.3,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.3,0.14,0.0,0.0,0.0,2
o93ei2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.34,0.0,0.0,0.6,0.0,0.0,0.0,11
o93om2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.28,0.0,0.0,0.0,8
o9411b,0.07,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.42,0.0,0.08,0.06,11
o951u2,0.0,0.0,0.29,0.0,0.0,0.33,0.0,0.0,0.0,0.26,0.09,0.0,0.0,0.0,0.02,5
o9897h,0.0,0.0,0.0,0.07,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.61,0.03,0.0,0.0,11
o99by9,0.0,0.0,0.0,0.39,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,3
o99hcq,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,5
o9a0g6,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.04,0.24,0.0,0.0,0.0,1
o9a6s8,0.0,0.06,0.0,0.0,0.0,0.0,0.21,0.0,0.36,0.0,0.26,0.0,0.0,0.09,0.0,8
o9bau9,0.29,0.26,0.0,0.12,0.13,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
o9bqnm,0.0,0.0,0.0,0.07,0.06,0.67,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,5
o9cev3,0.11,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,12
o9cnee,0.0,0.0,0.0,0.0,0.41,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,4
o9d10z,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.47,0.1,0.0,0.0,0.08,10
o9dzyr,0.01,0.1,0.07,0.0,0.17,0.46,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.09,5
o9e3ev,0.0,0.0,0.24,0.0,0.0,0.34,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.2,0.0,5
o9edgs,0.0,0.0,0.13,0.0,0.1,0.26,0.0,0.0,0.17,0.0,0.0,0.15,0.0,0.15,0.04,5
o9g6bs,0.0,0.21,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,5
o9ghw4,0.06,0.09,0.0,0.0,0.0,0.0,0.07,0.14,0.0,0.0,0.0,0.25,0.0,0.14,0.24,11
o9hwe0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.55,0.0,0.2,12
o9jdl3,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.27,0.12,0.0,0.0,5
o9jfp8,0.0,0.14,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.08,0.0,0.0,0.0,0.25,7
o9jz27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,14
o9k3py,0.18,0.12,0.0,0.11,0.0,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.24,0.0,7
o9khx9,0.0,0.06,0.0,0.06,0.0,0.07,0.2,0.08,0.15,0.18,0.04,0.0,0.15,0.0,0.0,6
o9kveg,0.0,0.0,0.1,0.02,0.0,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.51,0.16,0.0,12
o9kzgv,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01,0.01,0.38,0.01,0.01,0.01,6
o9l3mk,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.26,0.25,0.0,0.0,8
o9lnn7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.38,11
o9mfwi,0.09,0.0,0.06,0.1,0.0,0.05,0.0,0.09,0.14,0.0,0.0,0.29,0.0,0.05,0.13,11
o9mxt3,0.24,0.13,0.0,0.17,0.06,0.0,0.0,0.26,0.11,0.0,0.0,0.0,0.0,0.0,0.0,7
o9ng3l,0.0,0.06,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,12
o9npvi,0.0,0.0,0.0,0.0,0.14,0.34,0.23,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,5
o9nyf2,0.0,0.14,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,5
o9nzok,0.14,0.0,0.21,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.45,0.16,0.0,0.0,0.0,10
o9o24i,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.3,7
o9obqg,0.36,0.05,0.16,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
o9ox0n,0.12,0.09,0.0,0.0,0.06,0.58,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.1,5
o9ozh0,0.0,0.14,0.12,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.36,0.0,0.03,0.11,11
o9q77r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.17,0.12,11
o9qle6,0.0,0.0,0.0,0.0,0.03,0.0,0.12,0.09,0.14,0.02,0.03,0.2,0.3,0.07,0.0,12
o9s0ss,0.0,0.04,0.03,0.03,0.0,0.0,0.24,0.1,0.12,0.0,0.0,0.15,0.11,0.16,0.0,6
o9sjz2,0.0,0.0,0.0,0.0,0.07,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.72,0.11,0.0,12
o9t5tf,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.67,0.0,0.0,12
o9ttzs,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.11,0.31,14
o9ufa3,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.07,0.42,0.03,0.04,0.0,0.0,0.07,0.0,8
o9uhex,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.57,0.0,0.05,0.15,11
o9uoam,0.15,0.0,0.0,0.08,0.0,0.26,0.28,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,6
o9v1su,0.24,0.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.19,0.0,11
o9v3tv,0.0,0.1,0.21,0.1,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.28,0.0,7
o9v7aj,0.0,0.07,0.16,0.28,0.17,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
o9vo94,0.25,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,1
o9wc36,0.0,0.0,0.0,0.0,0.17,0.16,0.14,0.21,0.0,0.18,0.0,0.11,0.0,0.0,0.0,7
o9x9y8,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.56,0.22,0.0,0.0,0.0,0.0,0.0,0.0,7
o9y1zt,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,11
o9y4nw,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.33,0.05,0.08,0.48,0.0,0.0,0.0,11
o9yb49,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.21,0.12,0.0,0.37,0.13,0.02,0.08,11
o9yhhm,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.23,0.01,0.63,0.01,0.01,12
o9yuxd,0.0,0.0,0.0,0.43,0.33,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
o9zct9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.0,0.0,0.51,0.0,0.27,0.0,11
o9zq8e,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.14,0
o9zt17,0.0,0.0,0.14,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,12
oa122z,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.15,0.38,0.0,0.03,0.0,0.0,0.3,0.0,8
oa1eca,0.0,0.0,0.0,0.05,0.0,0.45,0.0,0.09,0.0,0.0,0.0,0.33,0.0,0.06,0.0,5
oa1mhz,0.19,0.01,0.01,0.01,0.01,0.01,0.22,0.01,0.01,0.2,0.01,0.33,0.01,0.01,0.01,11
oa21i2,0.2,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.31,0.0,0.16,12
oa2m3e,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.66,0.21,0.0,0.0,11
oa2wen,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.4,0.0,5
oa3a9l,0.11,0.42,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,1
oa3lrf,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,11
oa4rgi,0.0,0.07,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.05,0.0,0.37,0.42,0.0,0.04,12
oa5gui,0.06,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.12,0.14,0.0,0.0,1
oa68nx,0.0,0.39,0.09,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1
oa6alr,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.25,0.0,0.11,0.33,0.0,0.16,0.0,11
oa733f,0.12,0.0,0.0,0.05,0.07,0.49,0.07,0.0,0.0,0.08,0.0,0.11,0.0,0.0,0.0,5
oa7fj6,0.0,0.0,0.0,0.2,0.13,0.0,0.35,0.1,0.0,0.0,0.11,0.0,0.1,0.0,0.0,6
oa7j6w,0.34,0.1,0.06,0.02,0.0,0.17,0.0,0.0,0.24,0.0,0.06,0.0,0.0,0.0,0.0,0
oa8ddm,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
