,t0 really,t1 stomach,t2 amp,t3 lap,t4 said,t5 pregnant,t6 pad,t7 control,t8 work,t9 surgery,t10 experience,t11 cramp,t12 bleeding,t13 cyst,t14 effect,dominant_topic
l1ke0p,0.04,0.04,0.04,0.0,0.18,0.0,0.04,0.01,0.37,0.07,0.13,0.09,0.0,0.0,0.0,8
l1lck2,0.0,0.0,0.0,0.15,0.06,0.0,0.01,0.1,0.05,0.15,0.0,0.05,0.1,0.25,0.07,13
l1le83,0.17,0.0,0.0,0.29,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.23,0.0,0.0,0.0,3
l1o6uz,0.0,0.0,0.1,0.06,0.16,0.0,0.0,0.0,0.0,0.48,0.0,0.18,0.0,0.0,0.0,9
l1ojy6,0.0,0.0,0.04,0.16,0.14,0.0,0.0,0.03,0.32,0.32,0.0,0.0,0.0,0.0,0.0,8
l1q4yw,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.64,0.0,0.25,0.0,11
l1qbwd,0.19,0.0,0.0,0.0,0.17,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
l1qzgv,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.87,0.01,0.01,0.01,0.01,0.01,0.01,8
l1rqfz,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.15,0.18,0.0,0.0,0.22,0.21,0.0,0.05,11
l1t439,0.11,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.26,0.0,0.0,0.31,0.0,0.11,0.0,11
l1v48v,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.16,0.22,0.0,0.0,0.0,8
l1xet2,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.56,0.0,0.3,0.0,0.0,0.0,0.0,8
l1ypu5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.28,0.21,0.01,0.01,0.01,0.45,0.01,13
l1ytej,0.01,0.01,0.01,0.01,0.24,0.01,0.01,0.49,0.01,0.01,0.01,0.2,0.01,0.01,0.01,7
l21o36,0.0,0.01,0.02,0.0,0.31,0.0,0.08,0.0,0.27,0.0,0.0,0.29,0.0,0.01,0.0,4
l21u2v,0.09,0.0,0.0,0.2,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,4
l23fv1,0.19,0.1,0.2,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,10
l23kai,0.3,0.0,0.04,0.0,0.11,0.0,0.0,0.0,0.13,0.0,0.22,0.15,0.0,0.0,0.03,0
l23xzy,0.84,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
l25iv3,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.38,0.0,0.06,0.04,0.0,0.0,0.0,8
l260li,0.0,0.02,0.0,0.0,0.15,0.0,0.02,0.3,0.0,0.0,0.23,0.07,0.0,0.02,0.18,7
l284pw,0.56,0.03,0.0,0.0,0.32,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.02,0.0,0
l28t9z,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.15,0.19,0.17,0.0,0.15,0.0,0.29,0.0,13
l296my,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.35,0.09,0.0,0.0,11
l2b6ug,0.2,0.0,0.0,0.08,0.18,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.29,0.0,13
l2bahr,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,2
l2c16b,0.38,0.0,0.14,0.24,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.09,0.0,0
l2ccu2,0.0,0.0,0.0,0.0,0.12,0.04,0.0,0.08,0.0,0.0,0.0,0.5,0.0,0.0,0.24,11
l2dji2,0.24,0.01,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.12,0.07,4
l2dr6g,0.32,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.18,0.0,0.0,11
l2e5a8,0.01,0.01,0.25,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.63,0.01,0.01,0.01,0.01,10
l2fbzx,0.01,0.01,0.01,0.62,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.29,0.01,0.01,0.01,3
l2fspc,0.84,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
l2g1l5,0.2,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.18,0.0,0.0,4
l2h4hx,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.83,0.0,0.0,0.0,0.09,0.0,0.0,8
l2h50m,0.3,0.0,0.0,0.0,0.61,0.0,0.0,0.03,0.03,0.02,0.0,0.0,0.0,0.0,0.0,4
l2hrv2,0.0,0.0,0.0,0.25,0.51,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4
l2i5jf,0.56,0.13,0.0,0.0,0.0,0.0,0.09,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0
l2iq4v,0.0,0.0,0.0,0.19,0.39,0.0,0.02,0.0,0.0,0.27,0.0,0.0,0.0,0.11,0.0,4
l2iszp,0.0,0.0,0.0,0.19,0.0,0.0,0.11,0.42,0.0,0.0,0.24,0.0,0.0,0.0,0.0,7
l2jkpz,0.01,0.01,0.01,0.01,0.01,0.57,0.01,0.01,0.01,0.01,0.3,0.01,0.01,0.01,0.01,5
l2kbuo,0.0,0.0,0.0,0.0,0.0,0.13,0.05,0.0,0.0,0.38,0.12,0.0,0.0,0.24,0.08,9
l2mfx9,0.0,0.0,0.0,0.0,0.25,0.07,0.0,0.47,0.0,0.0,0.0,0.0,0.19,0.0,0.0,7
l2p4bx,0.29,0.0,0.04,0.13,0.0,0.0,0.01,0.0,0.2,0.0,0.0,0.32,0.0,0.0,0.0,11
l2psoi,0.32,0.04,0.0,0.05,0.0,0.05,0.12,0.0,0.0,0.0,0.13,0.17,0.12,0.0,0.0,0
l2pxfx,0.5,0.0,0.0,0.0,0.29,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
l2pzoy,0.0,0.0,0.11,0.0,0.38,0.0,0.03,0.0,0.27,0.0,0.0,0.21,0.0,0.0,0.0,4
l2qqqo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.75,0.0,0.0,0.0,11
l2s06e,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.53,0.05,0.05,0.0,0.29,10
l2sqc1,0.0,0.0,0.08,0.19,0.1,0.0,0.0,0.0,0.37,0.1,0.0,0.0,0.15,0.0,0.0,8
l2t8fj,0.14,0.01,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.18,0.36,0.0,0.02,0.0,11
l2tkmw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,11
l2u1h6,0.0,0.0,0.52,0.19,0.0,0.22,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
l2uhrd,0.1,0.0,0.03,0.08,0.04,0.03,0.0,0.08,0.0,0.07,0.02,0.17,0.23,0.15,0.0,12
l2ve62,0.0,0.0,0.0,0.0,0.0,0.42,0.17,0.0,0.0,0.0,0.23,0.09,0.0,0.0,0.07,5
l2ved0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.17,0.0,8
l2vogp,0.0,0.0,0.13,0.0,0.0,0.0,0.14,0.58,0.0,0.0,0.0,0.0,0.1,0.0,0.0,7
l2vr7w,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.3,0.31,0.15,0.0,0.0,0.15,0.0,0.0,8
l2w1qz,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.63,0.01,0.01,0.01,0.01,0.14,0.01,0.01,7
l2wb93,0.0,0.08,0.0,0.0,0.0,0.0,0.07,0.0,0.18,0.0,0.18,0.48,0.0,0.0,0.0,11
l2we2p,0.01,0.01,0.77,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.01,0.01,2
l2x7n3,0.23,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.23,0.07,0.0,0
l2xk4w,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.15,0.48,0.14,0.0,0.0,0.0,0.0,9
l2y1c5,0.0,0.0,0.0,0.41,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.09,0.13,0.0,3
l2yyob,0.0,0.0,0.06,0.12,0.14,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.27,0.0,12
l2zd36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.08,0.0,0.0,0.0,0.0,8
l31e1v,0.0,0.0,0.0,0.06,0.38,0.0,0.0,0.04,0.31,0.08,0.04,0.08,0.0,0.0,0.0,4
l32epk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.15,0.21,0.0,0.0,0.29,7
l34564,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.72,0.01,0.01,0.2,11
l3497m,0.24,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.26,0.0,0.42,0.0,0.0,0.0,0.0,10
l34lva,0.0,0.15,0.07,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.27,0.0,0.0,0.0,10
l36jdk,0.0,0.0,0.06,0.15,0.26,0.0,0.11,0.0,0.0,0.0,0.0,0.07,0.25,0.08,0.0,4
l3dfcu,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.88,0.01,0.01,0.01,11
l3eq95,0.01,0.01,0.01,0.67,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,3
l3fx30,0.0,0.0,0.61,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.05,2
l3lqt0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.22,0.0,0.09,0.06,0.27,0.28,0.0,0.02,12
l3mau0,0.0,0.03,0.0,0.0,0.34,0.02,0.0,0.0,0.0,0.0,0.0,0.12,0.31,0.14,0.04,4
l3oyh8,0.0,0.0,0.21,0.36,0.3,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,3
l3qm26,0.23,0.03,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.4,0.0,0.2,0.0,11
l3r77a,0.0,0.0,0.0,0.43,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.14,3
l3ra36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.25,0.12,0.0,0.0,0.0,7
l3s4k6,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.47,0.16,0.08,0.0,0.22,0.0,0.0,8
l3s5kd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.51,0.21,0.0,0.0,11
l3sabe,0.57,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0
l3srfm,0.01,0.01,0.51,0.17,0.25,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
l3tw5e,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.61,0.0,0.0,0.14,0.0,0.0,0.16,8
l3w3wo,0.0,0.0,0.21,0.12,0.18,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.32,14
l3x0w0,0.0,0.0,0.0,0.11,0.0,0.0,0.06,0.47,0.0,0.17,0.0,0.13,0.0,0.06,0.0,7
l3xlo5,0.77,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0
l414tn,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0.01,0.53,0.01,0.01,0.01,11
l455c3,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.09,0.19,0.0,0.0,0.34,0.22,0.0,0.0,11
l477ot,0.14,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.22,0.33,0.0,0.14,0.0,11
l47tdn,0.0,0.06,0.0,0.0,0.12,0.0,0.05,0.0,0.31,0.14,0.0,0.31,0.0,0.0,0.0,8
l481k7,0.02,0.02,0.69,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2
l48ar7,0.23,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.2,0.0,0.0,0.08,8
l48as0,0.02,0.02,0.57,0.02,0.02,0.02,0.21,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2
l49kn9,0.1,0.0,0.04,0.0,0.2,0.0,0.03,0.1,0.09,0.0,0.04,0.19,0.12,0.0,0.1,4
l49rwv,0.0,0.09,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.12,0.0,0.2,0.14,0.38,0.0,13
l4aaka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.33,0.0,0.27,0.32,0.0,10
l4cbm8,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.22,0.14,0.16,0.0,0.27,0.0,13
l4ctho,0.0,0.0,0.0,0.07,0.0,0.08,0.02,0.18,0.0,0.0,0.11,0.1,0.15,0.0,0.28,14
l4cxkj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.14,0.3,0.15,0.0,0.0,7
l4d3ju,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.0,0.17,0.0,0.1,0.43,0.0,13
l4eayx,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,2
l4fvfg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.43,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
l4gaze,0.31,0.17,0.0,0.28,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0
l4i7jr,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.32,0.0,0.0,0.0,8
l4ike0,0.0,0.0,0.0,0.21,0.0,0.0,0.05,0.0,0.19,0.0,0.0,0.38,0.0,0.14,0.0,11
l4jmln,0.37,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
l4jo5g,0.41,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,2
l4k2jt,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.39,0.0,0.34,0.0,0.0,0.0,0.06,8
l4lw7v,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.25,0.0,0.41,0.0,13
l4oh1f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.25,0.0,0.27,0.0,0.12,0.12,11
l4qmmk,0.01,0.01,0.19,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.73,0.01,0.01,12
l4qzl4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.18,0.16,0.0,11
l4rdbs,0.01,0.01,0.52,0.01,0.4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
l4rneh,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.23,0.0,0.0,0.23,0.39,0.0,0.0,0.0,11
l4sggy,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.18,0.0,0.0,0.49,0.0,0.0,0.0,11
l4tfqa,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.46,0.12,0.0,0.0,11
l4ul2a,0.25,0.0,0.0,0.38,0.2,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
l4v2uc,0.47,0.0,0.0,0.12,0.0,0.0,0.0,0.23,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0
l4vo02,0.31,0.05,0.0,0.0,0.0,0.01,0.0,0.04,0.24,0.04,0.0,0.13,0.02,0.06,0.1,0
l4vrfp,0.13,0.04,0.0,0.0,0.0,0.14,0.02,0.04,0.0,0.17,0.0,0.0,0.11,0.36,0.0,13
l4wbjo,0.01,0.01,0.38,0.01,0.01,0.01,0.01,0.01,0.53,0.01,0.01,0.01,0.01,0.01,0.01,8
l4wbjs,0.0,0.0,0.0,0.13,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.51,0.0,0.0,12
l4xh3q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.43,0.0,0.0,0.0,0.31,0.0,0.08,8
l4y1o3,0.12,0.0,0.0,0.0,0.13,0.0,0.06,0.0,0.0,0.0,0.0,0.4,0.08,0.2,0.0,11
l4yk8o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.25,0.19,0.0,8
l4yn0r,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.33,0.0,0.0,0.0,8
l4zanb,0.04,0.0,0.14,0.07,0.09,0.0,0.0,0.18,0.0,0.02,0.07,0.04,0.0,0.35,0.0,13
l4zr9x,0.29,0.0,0.31,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,0.0,2
l4zuqu,0.39,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,3
l5013w,0.37,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,2
l501n5,0.07,0.0,0.0,0.2,0.0,0.0,0.03,0.55,0.0,0.0,0.09,0.0,0.0,0.0,0.05,7
l517pz,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.2,0.52,0.0,0.0,0.0,11
l51xy6,0.0,0.0,0.0,0.0,0.0,0.46,0.04,0.0,0.0,0.19,0.14,0.14,0.0,0.0,0.0,5
l5201t,0.09,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0.22,0.0,0.0,0.08,0.14,7
l52odt,0.0,0.0,0.0,0.67,0.19,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
l52umk,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6,0.01,0.01,0.32,0.01,0.01,0.01,8
l53kfe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.18,0.0,0.0,0.0,0.42,14
l53y84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.29,0.36,0.0,0.0,0.16,11
l54hew,0.38,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,8
l55z05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.3,0.0,0.0,0.0,0.0,0.0,0.25,7
l56ice,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.49,0.0,0.11,0.22,0.0,0.12,0.0,8
l56tpi,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.27,0.0,8
l57prr,0.18,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,2
l57u7i,0.48,0.0,0.17,0.12,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.0,0.08,0.0,0.0,0
l5abpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.22,0.54,14
l5bqtr,0.01,0.01,0.21,0.01,0.01,0.01,0.61,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6
l5d0je,0.01,0.01,0.01,0.01,0.01,0.3,0.01,0.01,0.01,0.01,0.01,0.63,0.01,0.01,0.01,11
l5ddjq,0.0,0.0,0.0,0.09,0.13,0.0,0.02,0.0,0.63,0.0,0.0,0.05,0.06,0.0,0.0,8
l5gyn2,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.26,0.14,0.0,0.0,0.3,0.0,0.0,12
l5h0m9,0.01,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.49,0.01,0.01,0.36,0.01,10
l5h697,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.35,0.0,0.0,0.13,0.0,0.0,0.0,7
l666jc,0.44,0.0,0.0,0.0,0.0,0.0,0.05,0.23,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0
l66a2k,0.17,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.42,0.07,0.0,0.05,0.06,0.0,0.02,8
l66g1y,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.32,0.06,0.35,0.09,0.09,0.0,0.0,0.0,9
l67uqu,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.57,0.01,0.01,0.01,0.01,10
l686y4,0.0,0.01,0.0,0.0,0.11,0.13,0.0,0.12,0.17,0.0,0.05,0.0,0.28,0.14,0.0,12
l68lt4,0.02,0.02,0.69,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2
l6az3l,0.16,0.0,0.0,0.24,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,11
l6azpy,0.17,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.22,0.0,0.0,0.21,8
l6bd32,0.0,0.0,0.0,0.64,0.0,0.0,0.13,0.0,0.14,0.06,0.0,0.0,0.0,0.0,0.0,3
l6bgpb,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,0.01,0.01,8
l6cnwy,0.26,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.37,0.23,0.0,0.0,0.0,0.0,0.07,8
l6d1e7,0.33,0.0,0.11,0.0,0.0,0.05,0.01,0.03,0.0,0.02,0.1,0.0,0.08,0.27,0.0,0
l6dlsm,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.87,0.01,0.01,0.01,0.01,0.01,9
l6dpfs,0.24,0.04,0.0,0.0,0.22,0.0,0.11,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.15,0
l6g11t,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.35,0.0,0.07,0.0,0.28,0.19,0.0,0.0,7
l6gkn9,0.0,0.05,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.4,0.12,0.34,0.0,0.0,0.0,9
l6hwxb,0.08,0.03,0.0,0.25,0.0,0.37,0.03,0.0,0.0,0.1,0.15,0.0,0.0,0.0,0.0,5
l6k1mu,0.19,0.03,0.0,0.0,0.29,0.06,0.0,0.06,0.0,0.11,0.0,0.21,0.04,0.0,0.0,4
l6k9i8,0.33,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.15,0.41,0.0,0.0,0.0,0.0,10
l6kf0h,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.35,0.0,0.0,10
l6kqzj,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.35,0.46,0.0,0.0,12
l6kryj,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.67,0.0,0.29,0.0,0.0,0.0,0.0,8
l6kuqv,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.18,0.11,0.0,0.0,0.0,0.0,0
l6l3uu,0.01,0.01,0.01,0.01,0.81,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
l6lv2i,0.16,0.0,0.0,0.0,0.19,0.0,0.0,0.21,0.0,0.0,0.0,0.18,0.0,0.25,0.0,13
l6lvdg,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.3,0.0,0.05,0.0,8
l6m1sr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.28,0.0,0.0,0.0,0.19,7
l6n63o,0.0,0.0,0.0,0.35,0.05,0.0,0.0,0.0,0.23,0.09,0.27,0.0,0.0,0.0,0.0,3
l6nh9c,0.0,0.0,0.81,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,2
l6ni3h,0.11,0.0,0.11,0.0,0.16,0.0,0.02,0.0,0.0,0.02,0.1,0.08,0.0,0.0,0.39,14
l6nyh0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.52,0.0,0.0,12
l6o4qx,0.0,0.03,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.23,0.0,0.0,0.5,14
l6pdie,0.82,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0
l6q4yj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.24,0.21,0.0,0.0,0.0,7
l6rn5y,0.0,0.05,0.0,0.27,0.0,0.0,0.0,0.0,0.37,0.11,0.17,0.0,0.0,0.0,0.0,8
l6rnrg,0.0,0.02,0.0,0.12,0.0,0.0,0.0,0.22,0.0,0.07,0.15,0.15,0.15,0.11,0.0,7
l6t9fo,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.18,0.45,0.08,13
l6ufdp,0.0,0.0,0.27,0.0,0.0,0.0,0.11,0.0,0.38,0.0,0.21,0.0,0.0,0.0,0.0,8
l6uptz,0.0,0.03,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,11
l6v0ci,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.39,0.19,0.0,0.0,0.0,0.24,9
l6vhsk,0.33,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.12,0.0,0.0,0.31,0.0,0.17,0.0,0
l6xfcc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.15,0.57,0.0,0.0,0.0,11
l6xxj1,0.0,0.0,0.15,0.0,0.0,0.09,0.0,0.47,0.04,0.06,0.16,0.0,0.0,0.0,0.0,7
l70jer,0.13,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.19,0.16,0.0,0.42,0.06,0.0,12
l70rea,0.32,0.0,0.0,0.0,0.32,0.0,0.02,0.0,0.19,0.12,0.0,0.03,0.0,0.0,0.0,0
l712t5,0.36,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.47,0.0,13
l71r6z,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.25,0.08,0.18,0.0,0.0,10
l7321d,0.01,0.01,0.01,0.42,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.46,0.01,13
l74nqt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.31,10
