,t0 control,t1 bowel,t2 amp,t3 surgery,t4 got,t5 symptom,t6 back,t7 symptom,t8 want,t9 surgery,dominant_topic
o6q9iy,0.0,0.09,0.0,0.24,0.0,0.0,0.0,0.49,0.0,0.17,7
o6qh3u,0.0,0.0,0.0,0.24,0.52,0.18,0.05,0.0,0.0,0.0,4
o6qi3t,0.0,0.0,0.0,0.24,0.52,0.18,0.05,0.0,0.0,0.0,4
o6rvfp,0.0,0.33,0.25,0.12,0.0,0.0,0.14,0.15,0.0,0.0,1
o6s0hp,0.16,0.0,0.3,0.0,0.09,0.0,0.03,0.0,0.42,0.0,8
o6ty8o,0.0,0.29,0.24,0.38,0.0,0.0,0.0,0.0,0.0,0.08,3
o6vxcx,0.01,0.17,0.39,0.01,0.01,0.01,0.36,0.01,0.01,0.01,2
o6wy08,0.12,0.0,0.03,0.13,0.0,0.0,0.0,0.7,0.0,0.0,7
o6ymgv,0.0,0.0,0.0,0.13,0.27,0.0,0.58,0.0,0.0,0.0,6
o705g5,0.0,0.2,0.0,0.29,0.0,0.0,0.41,0.0,0.08,0.0,6
o70flm,0.0,0.0,0.0,0.0,0.04,0.0,0.17,0.27,0.19,0.33,9
o712bu,0.0,0.0,0.0,0.0,0.18,0.16,0.1,0.0,0.45,0.11,8
o72p6d,0.01,0.53,0.01,0.01,0.01,0.39,0.01,0.01,0.01,0.01,1
o73y5z,0.22,0.32,0.01,0.14,0.01,0.01,0.01,0.28,0.01,0.01,1
o74g6u,0.39,0.33,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0
o74kiu,0.0,0.0,0.27,0.19,0.0,0.0,0.17,0.0,0.0,0.36,9
o75ym4,0.01,0.01,0.01,0.85,0.01,0.09,0.01,0.01,0.01,0.01,3
o77zeh,0.37,0.0,0.0,0.05,0.0,0.0,0.0,0.56,0.0,0.0,7
o78z7i,0.0,0.3,0.0,0.0,0.0,0.35,0.1,0.0,0.24,0.0,5
o79ip7,0.6,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
o7arnj,0.0,0.25,0.0,0.19,0.0,0.0,0.0,0.32,0.0,0.23,7
o7atyq,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.33,0.52,9
o7dgr0,0.0,0.03,0.0,0.0,0.56,0.0,0.04,0.0,0.1,0.26,4
o7fvd9,0.0,0.18,0.0,0.0,0.0,0.0,0.45,0.0,0.15,0.22,6
o7gey8,0.09,0.0,0.0,0.14,0.13,0.0,0.1,0.31,0.0,0.23,7
o7ifcm,0.44,0.0,0.0,0.14,0.17,0.03,0.13,0.0,0.0,0.08,0
o7k22x,0.52,0.0,0.0,0.0,0.18,0.0,0.0,0.1,0.2,0.0,0
o7n3o3,0.01,0.01,0.01,0.9,0.01,0.01,0.01,0.01,0.01,0.01,3
o7nqm3,0.0,0.49,0.03,0.22,0.0,0.0,0.0,0.25,0.0,0.0,1
o7nwzn,0.09,0.26,0.0,0.0,0.53,0.03,0.0,0.0,0.0,0.08,4
o7ov7z,0.0,0.0,0.02,0.07,0.0,0.0,0.4,0.19,0.0,0.31,6
o7ppxj,0.0,0.05,0.0,0.0,0.45,0.0,0.07,0.23,0.0,0.19,4
o7qeda,0.19,0.0,0.0,0.13,0.09,0.0,0.0,0.26,0.21,0.13,7
o7smy5,0.0,0.0,0.1,0.0,0.0,0.0,0.31,0.0,0.57,0.0,8
o7u5sk,0.0,0.18,0.24,0.0,0.0,0.21,0.0,0.34,0.0,0.0,7
o7umhk,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.16,7
o7v6j2,0.07,0.0,0.0,0.0,0.22,0.07,0.12,0.0,0.27,0.23,8
o7w3n4,0.11,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.51,0.3,8
o7woi5,0.41,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0
o7wr0d,0.0,0.0,0.11,0.2,0.0,0.0,0.06,0.2,0.0,0.42,9
o7wtt7,0.01,0.01,0.31,0.01,0.01,0.01,0.01,0.01,0.01,0.58,9
o7x28p,0.16,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.16,0.42,9
o7x4g2,0.3,0.0,0.0,0.05,0.0,0.0,0.0,0.43,0.2,0.0,7
o7xn4c,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91,9
o7yvh4,0.21,0.0,0.0,0.0,0.13,0.0,0.16,0.0,0.0,0.49,9
o7yvq0,0.0,0.0,0.05,0.14,0.0,0.04,0.0,0.0,0.0,0.75,9
o80e21,0.16,0.01,0.5,0.27,0.01,0.01,0.01,0.01,0.01,0.01,2
o82yyy,0.48,0.0,0.0,0.26,0.0,0.24,0.0,0.0,0.0,0.0,0
o85zq7,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.85,0.0,0.0,7
o873fq,0.0,0.0,0.62,0.27,0.0,0.0,0.0,0.0,0.09,0.0,2
o880vi,0.23,0.11,0.01,0.01,0.01,0.33,0.3,0.01,0.01,0.01,5
o8b01n,0.0,0.0,0.0,0.28,0.0,0.0,0.06,0.0,0.13,0.52,9
o8clap,0.76,0.05,0.06,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0
o8ct5x,0.04,0.03,0.08,0.0,0.23,0.0,0.0,0.0,0.18,0.45,9
o8d6jh,0.09,0.0,0.13,0.0,0.0,0.31,0.17,0.29,0.0,0.0,5
o8deey,0.0,0.0,0.0,0.43,0.0,0.0,0.53,0.0,0.0,0.0,6
o8dk3i,0.01,0.01,0.01,0.89,0.01,0.01,0.01,0.01,0.01,0.01,3
o8dol5,0.01,0.01,0.01,0.01,0.37,0.01,0.01,0.57,0.01,0.01,7
o8dti6,0.28,0.0,0.0,0.17,0.0,0.0,0.11,0.18,0.0,0.25,0
o8dvk6,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.67,9
o8egp9,0.07,0.02,0.07,0.06,0.0,0.0,0.06,0.08,0.24,0.4,9
o8fsft,0.01,0.17,0.01,0.2,0.01,0.01,0.01,0.57,0.01,0.01,7
o8grdc,0.0,0.0,0.2,0.0,0.68,0.0,0.0,0.0,0.0,0.11,4
o8hxmc,0.01,0.01,0.41,0.01,0.01,0.01,0.49,0.01,0.01,0.01,6
o8kgqv,0.01,0.01,0.01,0.01,0.01,0.52,0.01,0.01,0.44,0.01,5
o8kpep,0.0,0.0,0.44,0.0,0.27,0.0,0.0,0.0,0.0,0.27,2
o8l7zl,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2
o8lji0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,9
o8n5y9,0.01,0.43,0.01,0.15,0.01,0.01,0.34,0.01,0.01,0.01,1
o8nhv1,0.28,0.01,0.14,0.52,0.01,0.01,0.01,0.01,0.01,0.01,3
o8txtv,0.04,0.0,0.0,0.13,0.18,0.06,0.04,0.42,0.11,0.02,7
o8ubps,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.25,0.08,0.35,9
o8v1t6,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.52,0.0,8
o8vwil,0.16,0.06,0.0,0.2,0.45,0.11,0.0,0.0,0.0,0.0,4
o8y785,0.0,0.13,0.0,0.13,0.0,0.0,0.43,0.0,0.29,0.0,6
o8z1dp,0.44,0.0,0.0,0.06,0.23,0.0,0.02,0.12,0.13,0.0,0
o91izt,0.09,0.0,0.0,0.11,0.0,0.0,0.2,0.35,0.19,0.05,7
o92x6k,0.0,0.1,0.04,0.0,0.19,0.24,0.0,0.0,0.42,0.0,8
o92xl7,0.0,0.0,0.08,0.62,0.0,0.0,0.0,0.0,0.0,0.28,3
o931xv,0.0,0.0,0.0,0.23,0.0,0.08,0.0,0.68,0.0,0.0,7
o94vos,0.21,0.0,0.18,0.0,0.0,0.0,0.0,0.28,0.14,0.19,7
o96ahl,0.11,0.0,0.0,0.14,0.0,0.04,0.0,0.0,0.23,0.46,9
o96bbt,0.34,0.15,0.0,0.0,0.0,0.05,0.07,0.12,0.15,0.13,0
o96isy,0.03,0.03,0.43,0.03,0.03,0.37,0.03,0.03,0.03,0.03,2
o97ldt,0.26,0.0,0.0,0.13,0.0,0.0,0.0,0.55,0.06,0.0,7
o97lez,0.15,0.03,0.0,0.0,0.45,0.0,0.03,0.26,0.08,0.0,4
o97sej,0.15,0.0,0.0,0.07,0.0,0.0,0.0,0.17,0.42,0.18,8
o98mfs,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.87,0.01,8
o98ovu,0.0,0.17,0.0,0.12,0.0,0.0,0.0,0.0,0.44,0.24,8
o98r78,0.19,0.12,0.01,0.19,0.01,0.01,0.01,0.01,0.46,0.01,8
o9ac33,0.0,0.0,0.0,0.0,0.56,0.0,0.1,0.0,0.0,0.31,4
o9axfd,0.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
o9b3ot,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.32,2
o9be1x,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
o9d4ox,0.01,0.01,0.01,0.01,0.01,0.01,0.73,0.01,0.21,0.01,6
o9ef0i,0.12,0.0,0.0,0.38,0.0,0.0,0.2,0.0,0.29,0.0,3
o9efc3,0.0,0.33,0.0,0.0,0.37,0.0,0.0,0.0,0.29,0.0,4
o9f096,0.0,0.0,0.16,0.0,0.18,0.0,0.0,0.12,0.16,0.34,9
o9ff3p,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.84,0.0,0.0,7
o9gra9,0.01,0.01,0.01,0.38,0.01,0.19,0.16,0.01,0.22,0.01,3
o9jhzz,0.01,0.56,0.01,0.01,0.39,0.01,0.01,0.01,0.01,0.01,1
o9k225,0.2,0.0,0.0,0.16,0.25,0.0,0.0,0.0,0.38,0.0,8
o9k3c7,0.01,0.01,0.01,0.01,0.01,0.01,0.62,0.01,0.34,0.01,6
o9lcmp,0.39,0.01,0.01,0.01,0.01,0.01,0.01,0.49,0.01,0.01,7
o9n4qj,0.08,0.0,0.16,0.2,0.0,0.0,0.0,0.18,0.0,0.37,9
o9n8k0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.64,0.0,0.0,7
o9n9o5,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.38,0.0,4
o9ohz2,0.01,0.24,0.33,0.01,0.01,0.01,0.01,0.01,0.39,0.01,8
o9oo6o,0.05,0.21,0.0,0.0,0.0,0.0,0.28,0.45,0.0,0.0,7
o9oyzj,0.01,0.01,0.01,0.55,0.01,0.01,0.38,0.01,0.01,0.01,3
o9qh4p,0.01,0.22,0.01,0.36,0.01,0.01,0.01,0.01,0.38,0.01,8
o9s03f,0.43,0.0,0.02,0.0,0.0,0.06,0.13,0.0,0.36,0.0,0
o9twkb,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.26,0.0,0.49,9
o9u7m3,0.0,0.02,0.0,0.14,0.12,0.24,0.23,0.09,0.16,0.0,5
o9vibm,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.07,8
o9w6uh,0.0,0.25,0.0,0.0,0.2,0.0,0.0,0.53,0.0,0.0,7
o9wgin,0.06,0.0,0.18,0.1,0.0,0.11,0.0,0.54,0.0,0.0,7
o9x9eh,0.23,0.22,0.0,0.07,0.0,0.14,0.0,0.0,0.22,0.12,0
o9xgkn,0.0,0.07,0.0,0.2,0.0,0.0,0.04,0.24,0.46,0.0,8
o9xgve,0.0,0.0,0.0,0.0,0.17,0.15,0.46,0.2,0.0,0.0,6
o9y74p,0.0,0.12,0.0,0.0,0.09,0.0,0.0,0.77,0.0,0.0,7
o9ysjh,0.12,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.5,9
oa09vl,0.15,0.05,0.09,0.0,0.21,0.03,0.02,0.46,0.0,0.0,7
oa0n9a,0.01,0.01,0.01,0.95,0.01,0.01,0.01,0.01,0.01,0.01,3
oa0rc0,0.0,0.16,0.07,0.0,0.0,0.08,0.25,0.43,0.0,0.0,7
oa2g5w,0.1,0.22,0.0,0.47,0.0,0.0,0.0,0.0,0.19,0.0,3
oa3id2,0.0,0.0,0.0,0.0,0.18,0.0,0.22,0.58,0.0,0.0,7
oa3q3w,0.02,0.13,0.07,0.0,0.39,0.0,0.1,0.0,0.3,0.0,4
oa4mx9,0.0,0.0,0.0,0.11,0.08,0.0,0.13,0.57,0.11,0.0,7
oa4pon,0.0,0.32,0.0,0.0,0.0,0.12,0.0,0.42,0.0,0.13,7
oa7jov,0.0,0.18,0.08,0.19,0.0,0.0,0.0,0.1,0.0,0.44,9
oa7rpy,0.0,0.05,0.0,0.06,0.4,0.02,0.06,0.28,0.0,0.11,4
oa9a8n,0.12,0.06,0.0,0.17,0.0,0.0,0.06,0.13,0.46,0.0,8
oa9p6n,0.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
oa9tdt,0.41,0.0,0.0,0.19,0.0,0.0,0.0,0.33,0.05,0.0,0
oaakoz,0.0,0.0,0.62,0.0,0.0,0.35,0.0,0.0,0.0,0.0,2
oab0l7,0.12,0.13,0.0,0.0,0.05,0.07,0.21,0.0,0.41,0.0,8
oabgld,0.0,0.12,0.22,0.0,0.0,0.0,0.07,0.11,0.45,0.0,8
oac31k,0.0,0.0,0.22,0.0,0.0,0.39,0.0,0.26,0.12,0.0,5
oagjc5,0.01,0.12,0.01,0.01,0.54,0.01,0.01,0.01,0.01,0.3,4
oagutw,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.92,0.01,0.01,7
oah7x8,0.0,0.0,0.25,0.0,0.19,0.0,0.0,0.0,0.0,0.54,9
oai7ii,0.0,0.03,0.0,0.16,0.0,0.11,0.0,0.64,0.06,0.0,7
oajvxu,0.0,0.0,0.0,0.18,0.0,0.0,0.43,0.0,0.0,0.38,6
oajwc4,0.0,0.18,0.0,0.0,0.0,0.0,0.09,0.52,0.2,0.0,7
oak8wz,0.0,0.24,0.0,0.0,0.54,0.0,0.06,0.07,0.0,0.08,4
oaksno,0.5,0.0,0.32,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0
oal1i6,0.03,0.22,0.0,0.29,0.05,0.0,0.09,0.31,0.0,0.0,7
oalbo0,0.0,0.0,0.13,0.18,0.0,0.0,0.0,0.0,0.0,0.66,9
oalfkz,0.0,0.0,0.0,0.0,0.14,0.32,0.38,0.15,0.0,0.0,6
oame4f,0.01,0.01,0.39,0.44,0.01,0.01,0.01,0.01,0.01,0.14,3
oamo1f,0.0,0.0,0.1,0.0,0.39,0.0,0.5,0.0,0.0,0.0,6
oamqna,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.85,0.02,8
oamrog,0.0,0.05,0.0,0.1,0.0,0.18,0.0,0.54,0.13,0.0,7
oan3zt,0.0,0.27,0.07,0.0,0.0,0.35,0.0,0.28,0.0,0.0,5
oao01v,0.19,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.29,4
oao1nm,0.0,0.0,0.12,0.68,0.0,0.0,0.0,0.0,0.0,0.18,3
oaoe9n,0.0,0.24,0.0,0.03,0.0,0.12,0.04,0.33,0.24,0.0,7
oaough,0.19,0.0,0.0,0.16,0.35,0.0,0.0,0.17,0.13,0.0,4
obe387,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,7
obhy9d,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.38,0.0,0.23,7
obk9zg,0.5,0.0,0.13,0.15,0.0,0.2,0.0,0.0,0.0,0.0,0
oblv4q,0.0,0.13,0.0,0.29,0.0,0.26,0.15,0.0,0.17,0.0,3
obmgqi,0.37,0.22,0.0,0.0,0.15,0.14,0.03,0.08,0.0,0.0,0
obnl56,0.16,0.04,0.0,0.0,0.3,0.0,0.1,0.22,0.18,0.01,4
obnq14,0.22,0.01,0.01,0.43,0.01,0.01,0.01,0.01,0.01,0.29,3
obnqur,0.01,0.22,0.14,0.33,0.01,0.01,0.01,0.01,0.28,0.01,3
obp2lw,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.42,0.0,0.39,7
obp7j9,0.0,0.36,0.0,0.09,0.49,0.0,0.0,0.0,0.0,0.04,4
obrd79,0.01,0.23,0.01,0.01,0.01,0.01,0.71,0.01,0.01,0.01,6
obrmg6,0.0,0.28,0.0,0.07,0.0,0.0,0.46,0.0,0.17,0.0,6
obs4mb,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.64,0.0,8
obs717,0.0,0.0,0.06,0.0,0.09,0.0,0.0,0.46,0.0,0.39,7
obsf52,0.07,0.0,0.06,0.24,0.08,0.32,0.0,0.0,0.23,0.0,5
obt143,0.0,0.0,0.0,0.16,0.0,0.0,0.31,0.39,0.13,0.0,7
obtile,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.48,0.0,0.0,7
obtzjt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.41,0.4,8
obwgkl,0.0,0.0,0.06,0.12,0.0,0.0,0.26,0.0,0.0,0.54,9
obwt0i,0.0,0.09,0.0,0.0,0.24,0.0,0.0,0.0,0.46,0.19,8
obxcfn,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.25,0.47,9
obzam1,0.01,0.01,0.01,0.01,0.38,0.01,0.01,0.55,0.01,0.01,7
obzxx8,0.01,0.01,0.01,0.32,0.01,0.01,0.64,0.01,0.01,0.01,6
obzyqz,0.01,0.01,0.01,0.01,0.01,0.01,0.4,0.01,0.01,0.54,9
oc0zhk,0.34,0.13,0.09,0.01,0.01,0.01,0.01,0.01,0.4,0.01,8
oc10tk,0.23,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.19,4
oc19v5,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.15,7
oc1bxl,0.0,0.0,0.15,0.63,0.18,0.0,0.0,0.0,0.0,0.0,3
oc1c4i,0.2,0.35,0.0,0.0,0.14,0.0,0.29,0.0,0.0,0.0,1
oc1rx0,0.12,0.0,0.29,0.08,0.0,0.0,0.04,0.45,0.0,0.0,7
oc2768,0.03,0.03,0.77,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
oc3g2x,0.07,0.05,0.0,0.45,0.0,0.0,0.0,0.0,0.41,0.0,3
oc5fd1,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.28,0.35,9
oc5hub,0.0,0.0,0.0,0.12,0.09,0.05,0.29,0.43,0.0,0.0,7
oc5vf6,0.2,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.18,0.19,3
oc6jg3,0.0,0.0,0.0,0.43,0.23,0.0,0.0,0.2,0.0,0.13,3
oc834s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,9
ocbj54,0.24,0.0,0.07,0.17,0.0,0.0,0.0,0.47,0.0,0.05,7
ocbnbq,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.01,0.36,0.01,6
ocboa0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,3
ocdqej,0.0,0.0,0.0,0.63,0.0,0.0,0.22,0.0,0.13,0.0,3
oceura,0.01,0.01,0.61,0.35,0.01,0.01,0.01,0.01,0.01,0.01,2
ocfaf7,0.0,0.06,0.0,0.21,0.58,0.0,0.0,0.0,0.0,0.13,4
ocfaik,0.01,0.01,0.41,0.27,0.01,0.24,0.01,0.01,0.01,0.01,2
ocfn9n,0.0,0.16,0.0,0.27,0.15,0.14,0.0,0.0,0.15,0.13,3
ocgj0h,0.13,0.0,0.0,0.11,0.0,0.26,0.0,0.23,0.07,0.2,5
och08x,0.0,0.0,0.0,0.39,0.0,0.13,0.0,0.46,0.0,0.0,7
oci8g0,0.1,0.0,0.0,0.09,0.2,0.0,0.0,0.12,0.15,0.33,9
ockciw,0.0,0.0,0.07,0.0,0.84,0.0,0.0,0.0,0.0,0.08,4
ocnwj7,0.21,0.11,0.0,0.0,0.27,0.0,0.0,0.32,0.1,0.0,7
ocodfy,0.35,0.01,0.11,0.01,0.01,0.01,0.01,0.01,0.32,0.19,0
ocpcw7,0.0,0.49,0.0,0.0,0.0,0.05,0.34,0.0,0.0,0.1,1
octme1,0.0,0.0,0.0,0.4,0.0,0.17,0.29,0.12,0.0,0.0,3
ocvapf,0.01,0.01,0.01,0.89,0.01,0.01,0.01,0.01,0.01,0.01,3
ocye4s,0.08,0.12,0.0,0.0,0.43,0.0,0.14,0.0,0.14,0.09,4
od1j6u,0.03,0.03,0.03,0.03,0.03,0.03,0.77,0.03,0.03,0.03,6
od1r17,0.0,0.11,0.0,0.23,0.25,0.0,0.0,0.14,0.26,0.0,8
od26ip,0.73,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0
od2g8k,0.0,0.03,0.18,0.36,0.0,0.0,0.0,0.0,0.33,0.09,3
od4dcz,0.1,0.04,0.25,0.2,0.0,0.0,0.0,0.19,0.2,0.0,2
od8zu1,0.09,0.0,0.0,0.09,0.18,0.0,0.0,0.1,0.53,0.0,8
od90ui,0.85,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0
odb5jx,0.36,0.0,0.0,0.0,0.15,0.29,0.0,0.0,0.19,0.0,0
oddkbq,0.0,0.0,0.18,0.47,0.0,0.0,0.0,0.0,0.34,0.0,3
ode8s2,0.0,0.0,0.13,0.16,0.31,0.0,0.0,0.0,0.39,0.0,8
odhca0,0.0,0.0,0.0,0.0,0.56,0.0,0.3,0.0,0.0,0.13,4
odhizk,0.01,0.01,0.17,0.29,0.01,0.01,0.49,0.01,0.01,0.01,6
odjxps,0.0,0.42,0.08,0.0,0.19,0.0,0.3,0.0,0.0,0.0,1
odjz1r,0.0,0.0,0.0,0.0,0.0,0.13,0.69,0.15,0.0,0.0,6
odkwqm,0.51,0.01,0.26,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0
odltl8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.87,0.0,8
odm9u4,0.2,0.01,0.57,0.16,0.01,0.01,0.01,0.01,0.01,0.01,2
odnim8,0.01,0.01,0.48,0.41,0.01,0.07,0.01,0.01,0.01,0.01,2
odorwg,0.05,0.25,0.0,0.02,0.0,0.0,0.16,0.51,0.0,0.0,7
odoz6d,0.01,0.3,0.01,0.01,0.01,0.4,0.01,0.25,0.01,0.01,5
odqlbt,0.0,0.0,0.16,0.22,0.0,0.0,0.0,0.0,0.0,0.61,9
odrcoh,0.01,0.36,0.01,0.01,0.01,0.01,0.01,0.01,0.6,0.01,8
odrh8l,0.23,0.0,0.0,0.15,0.0,0.0,0.26,0.0,0.0,0.36,9
odrllr,0.0,0.0,0.0,0.6,0.19,0.0,0.19,0.0,0.0,0.0,3
odse2l,0.0,0.0,0.29,0.6,0.0,0.0,0.0,0.0,0.08,0.0,3
odt0kd,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.69,0.0,0.0,7
odthf1,0.16,0.16,0.0,0.2,0.0,0.0,0.0,0.46,0.0,0.0,7
odtlg2,0.0,0.12,0.0,0.0,0.0,0.17,0.04,0.0,0.65,0.0,8
odtxnx,0.06,0.0,0.0,0.0,0.67,0.0,0.04,0.0,0.08,0.16,4
odvrf3,0.0,0.0,0.0,0.0,0.16,0.06,0.0,0.4,0.37,0.0,7
odvz2v,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.24,0.0,0.64,9
odwajq,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,8
odwdy2,0.06,0.0,0.09,0.0,0.27,0.0,0.11,0.0,0.36,0.1,8
odwiwc,0.0,0.0,0.16,0.0,0.0,0.0,0.25,0.38,0.2,0.0,7
oe0tgt,0.47,0.34,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.08,0
oe5b4v,0.0,0.21,0.0,0.0,0.53,0.0,0.0,0.0,0.23,0.0,4
oe5o7m,0.0,0.17,0.06,0.0,0.1,0.23,0.0,0.15,0.0,0.29,9
oe8yyg,0.08,0.0,0.0,0.0,0.0,0.0,0.33,0.46,0.0,0.13,7
oe9kdv,0.01,0.01,0.87,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
oebz5f,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.57,0.0,8
oefevd,0.01,0.01,0.42,0.01,0.2,0.01,0.12,0.01,0.24,0.01,2
oefsmg,0.0,0.0,0.0,0.0,0.28,0.0,0.21,0.48,0.0,0.0,7
oefyle,0.0,0.12,0.0,0.0,0.53,0.0,0.22,0.0,0.12,0.0,4
oegrwb,0.15,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.36,0.19,8
oeh92n,0.08,0.28,0.0,0.0,0.0,0.0,0.09,0.25,0.27,0.0,1
oeiiby,0.0,0.0,0.0,0.05,0.0,0.18,0.0,0.34,0.43,0.0,8
oeinv4,0.02,0.0,0.0,0.35,0.13,0.0,0.0,0.19,0.0,0.3,3
oeixo0,0.71,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0
oejb3h,0.0,0.0,0.03,0.09,0.6,0.04,0.0,0.0,0.0,0.23,4
oejdtg,0.0,0.0,0.08,0.23,0.28,0.0,0.15,0.0,0.0,0.25,4
oek975,0.23,0.07,0.0,0.13,0.0,0.0,0.0,0.36,0.03,0.18,7
oekwm7,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.72,0.0,8
oen6j7,0.03,0.03,0.03,0.03,0.03,0.77,0.03,0.03,0.03,0.03,5
oen6ym,0.03,0.03,0.03,0.03,0.03,0.77,0.03,0.03,0.03,0.03,5
oenhqa,0.15,0.01,0.07,0.01,0.01,0.01,0.64,0.01,0.11,0.01,6
oeo8ky,0.0,0.0,0.0,0.13,0.36,0.49,0.0,0.0,0.0,0.0,5
oeqsl9,0.11,0.01,0.01,0.24,0.01,0.01,0.01,0.01,0.61,0.01,8
oeqx8p,0.0,0.0,0.06,0.71,0.0,0.0,0.0,0.0,0.0,0.21,3
oesfkr,0.01,0.01,0.01,0.01,0.01,0.3,0.01,0.09,0.56,0.01,8
oetsww,0.28,0.0,0.0,0.04,0.0,0.0,0.0,0.2,0.47,0.0,8
oew98d,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,8
oewxtx,0.59,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.16,0
oex3dc,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.74,9
oeyjll,0.01,0.01,0.26,0.28,0.01,0.01,0.39,0.01,0.01,0.01,6
oeypez,0.01,0.01,0.01,0.65,0.08,0.23,0.01,0.01,0.01,0.01,3
oezh4c,0.0,0.0,0.16,0.53,0.0,0.0,0.0,0.0,0.0,0.29,3
oezsc9,0.01,0.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
of23mv,0.16,0.0,0.0,0.13,0.17,0.0,0.0,0.0,0.24,0.3,9
of2dzp,0.23,0.0,0.0,0.0,0.3,0.36,0.0,0.0,0.0,0.1,5
of30nn,0.0,0.13,0.0,0.16,0.4,0.15,0.15,0.0,0.0,0.0,4
of4cj9,0.25,0.0,0.18,0.0,0.0,0.09,0.0,0.0,0.0,0.47,9
of5af6,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.13,8
of5p3a,0.0,0.05,0.0,0.31,0.15,0.0,0.11,0.0,0.37,0.0,8
of64ba,0.18,0.08,0.02,0.1,0.05,0.07,0.0,0.17,0.32,0.0,8
of6s5d,0.01,0.01,0.01,0.01,0.52,0.01,0.01,0.01,0.01,0.43,4
of6w01,0.55,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0
