,t0 side,t1 amp,t2 experience,t3 blood,t4 nt,t5 weight,t6 pelvic,t7 didn,t8 control,t9 day,t10 surgery,t11 doctor,t12 period,t13 flare,t14 like,dominant_topic
m4q6yg,0.13,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.2,0.25,0.23,0.0,0.13,0.04,0.0,9
m4taun,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.6,0.0,0.0,0.0,0.0,10
m4tpp0,0.0,0.0,0.0,0.0,0.81,0.07,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.04,4
m4xyks,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.11,0.0,0.0,0.0,0.06,0.0,8
m50d20,0.07,0.05,0.0,0.02,0.15,0.0,0.0,0.0,0.48,0.0,0.03,0.0,0.08,0.0,0.12,8
m50ioj,0.0,0.0,0.0,0.0,0.07,0.0,0.06,0.07,0.05,0.4,0.17,0.0,0.16,0.0,0.0,9
m51pb7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.87,0.0,0.0,0.0,11
m55wr0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.3,0.0,0.2,0.0,8
m56eaj,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.47,14
m56tvx,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.25,0.0,0.45,0.18,0.0,0.0,0.0,10
m57uzz,0.16,0.0,0.21,0.08,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.17,0.0,0.0,4
m589iu,0.0,0.28,0.15,0.0,0.0,0.0,0.19,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.13,1
m59iil,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.03,0.0,0.0,0.0,0.3,0.14,0.12,0.33,14
m5b04e,0.01,0.01,0.01,0.38,0.01,0.01,0.01,0.01,0.01,0.01,0.55,0.01,0.01,0.01,0.01,10
m5bdq9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.41,0.01,0.51,0.01,0.01,12
m5bztj,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.88,14
m5cfax,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,8
m5cr7r,0.19,0.0,0.06,0.0,0.0,0.0,0.08,0.03,0.1,0.0,0.48,0.05,0.0,0.0,0.0,10
m5cymj,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.12,0.0,0.0,0.0,0.0,9
m5d9be,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.19,0.12,0.0,0.13,0.25,0.0,0.21,12
m5dioj,0.0,0.0,0.05,0.0,0.0,0.0,0.18,0.0,0.2,0.2,0.0,0.22,0.0,0.0,0.14,11
m5dqwh,0.0,0.0,0.0,0.14,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,14
m5e0at,0.09,0.0,0.0,0.07,0.28,0.0,0.03,0.0,0.2,0.15,0.0,0.09,0.0,0.09,0.0,4
m5fxqm,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.08,0.22,0.2,0.12,0.33,14
m5h6ua,0.14,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,4
m5hatn,0.06,0.0,0.0,0.0,0.17,0.0,0.0,0.02,0.38,0.0,0.0,0.09,0.27,0.0,0.0,8
m5k4mp,0.01,0.01,0.01,0.01,0.38,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.54,0.01,13
m5kt7q,0.06,0.09,0.26,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.22,0.05,0.0,2
m5ltt2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.79,0.0,0.0,12
m5o66t,0.01,0.01,0.01,0.01,0.79,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
m5pqhh,0.07,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.48,0.0,0.3,0.0,0.0,0.0,0.0,8
m5q6i1,0.0,0.09,0.77,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,2
m5qleu,0.0,0.0,0.21,0.0,0.21,0.0,0.0,0.01,0.22,0.0,0.0,0.22,0.0,0.0,0.12,8
m5r45o,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.03,0.23,0.0,0.0,0.46,0.22,0.0,0.0,11
m5rglf,0.01,0.01,0.01,0.01,0.68,0.01,0.01,0.01,0.01,0.01,0.2,0.01,0.01,0.01,0.01,4
m5sdwp,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.17,0.0,0.15,0.0,0.05,0.17,4
m5vckd,0.12,0.0,0.04,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.67,14
m5vpcd,0.0,0.06,0.0,0.0,0.0,0.0,0.11,0.04,0.0,0.1,0.26,0.41,0.0,0.0,0.0,11
m5w2x3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,8
m5x1zm,0.0,0.03,0.0,0.0,0.15,0.0,0.0,0.03,0.08,0.0,0.0,0.0,0.38,0.07,0.24,12
m5yeb8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,10
m5zdgi,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.06,0.0,0.52,0.13,0.0,0.0,0.0,0.0,9
m5zhct,0.0,0.0,0.0,0.0,0.4,0.0,0.04,0.02,0.03,0.24,0.0,0.0,0.09,0.04,0.14,4
m5zjlk,0.0,0.0,0.05,0.08,0.09,0.0,0.0,0.0,0.13,0.5,0.09,0.06,0.0,0.0,0.0,9
m5zy62,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.27,0.0,0.0,11
m60ecq,0.0,0.06,0.37,0.0,0.24,0.14,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.06,0.0,2
m62865,0.03,0.0,0.0,0.03,0.08,0.0,0.0,0.02,0.06,0.11,0.39,0.27,0.0,0.0,0.0,10
m65dq0,0.0,0.0,0.0,0.1,0.19,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,8
m68aoi,0.03,0.0,0.19,0.0,0.0,0.07,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.18,9
m68sw9,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.44,0.0,0.0,12
m68xfo,0.01,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.77,14
m69fsg,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.08,0.21,0.0,0.0,3
m69jhz,0.05,0.05,0.0,0.0,0.28,0.0,0.02,0.0,0.0,0.0,0.05,0.14,0.07,0.02,0.31,14
m69pha,0.0,0.0,0.05,0.09,0.17,0.0,0.0,0.02,0.13,0.0,0.0,0.37,0.0,0.02,0.14,11
m69t72,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.28,0.0,0.0,3
m6a2je,0.0,0.0,0.0,0.0,0.67,0.11,0.0,0.02,0.0,0.0,0.0,0.0,0.19,0.0,0.0,4
m6a6ix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.13,0.66,0.0,0.16,0.03,11
m6abli,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.06,0.22,0.04,0.0,0.1,0.0,0.0,0.36,14
m6ajbc,0.14,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.05,0.0,9
m6ar2r,0.0,0.05,0.03,0.22,0.02,0.01,0.0,0.0,0.12,0.16,0.0,0.08,0.22,0.03,0.09,3
m6bdku,0.06,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.12,0.0,0.19,0.0,0.13,8
m6blqd,0.0,0.32,0.0,0.0,0.0,0.07,0.0,0.16,0.0,0.0,0.0,0.0,0.41,0.0,0.0,12
m6d2tt,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.09,0.33,0.37,0.04,0.09,0.0,0.0,10
m6f4i2,0.0,0.0,0.2,0.0,0.21,0.0,0.08,0.03,0.0,0.0,0.17,0.32,0.0,0.0,0.0,11
m6fflg,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.39,0.0,0.34,0.0,0.0,0.0,0.0,8
m6fyxj,0.07,0.0,0.17,0.05,0.0,0.0,0.0,0.01,0.0,0.25,0.3,0.08,0.06,0.0,0.0,10
m6g0nb,0.0,0.0,0.12,0.17,0.0,0.0,0.0,0.0,0.04,0.0,0.15,0.09,0.41,0.0,0.0,12
m6gopf,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.0,0.0,0.42,0.48,0.0,0.0,0.0,11
m6ifsl,0.0,0.0,0.21,0.13,0.32,0.0,0.04,0.0,0.0,0.0,0.0,0.21,0.07,0.0,0.0,4
m6m4v2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.77,0.0,0.1,0.0,0.0,10
m6mjby,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.66,14
m6nbky,0.0,0.06,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.36,0.1,0.0,0.25,0.0,0.14,9
m6nkgm,0.0,0.0,0.0,0.0,0.15,0.0,0.05,0.11,0.0,0.3,0.0,0.0,0.37,0.0,0.0,12
m6o4l7,0.0,0.0,0.15,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.19,0.27,0.0,0.0,0.09,11
m6o76o,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.3,0.0,0.04,0.0,2
m6o8z4,0.03,0.0,0.19,0.1,0.33,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,4
m6os7i,0.02,0.0,0.03,0.0,0.12,0.01,0.0,0.0,0.16,0.31,0.0,0.19,0.08,0.04,0.05,9
m6osoi,0.3,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.29,0.0,0.0,0.3,0.0,0.0,0.0,0
m6p7o6,0.02,0.01,0.0,0.17,0.4,0.0,0.0,0.0,0.02,0.0,0.0,0.11,0.18,0.0,0.09,4
m6paet,0.14,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.17,0.0,0.0,4
m6paeu,0.14,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.17,0.0,0.0,4
m6pce5,0.0,0.0,0.22,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.23,0.12,0.0,4
m6pwn0,0.07,0.0,0.0,0.06,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.11,0.41,14
m6q3pb,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.06,0.69,0.08,0.0,0.0,0.0,0.0,9
m6qczb,0.16,0.12,0.11,0.0,0.0,0.07,0.0,0.0,0.4,0.0,0.0,0.14,0.0,0.0,0.0,8
m6qphb,0.0,0.0,0.0,0.03,0.14,0.02,0.0,0.0,0.0,0.0,0.0,0.17,0.05,0.04,0.55,14
m6qxi5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.3,0.0,0.0,0.0,0.21,0.28,9
m6r87o,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.38,0.14,0.0,0.0,11
m6ri6d,0.15,0.0,0.0,0.0,0.11,0.0,0.08,0.0,0.0,0.0,0.45,0.0,0.0,0.18,0.0,10
m6riyl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.18,0.29,0.28,0.0,0.09,0.1,10
m6rlcl,0.0,0.0,0.11,0.0,0.0,0.26,0.0,0.0,0.0,0.45,0.14,0.0,0.0,0.0,0.0,9
m6rlm0,0.0,0.0,0.0,0.16,0.14,0.0,0.0,0.0,0.0,0.15,0.22,0.32,0.0,0.0,0.0,11
m6rv9u,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.39,0.0,0.0,4
m6rvoi,0.04,0.0,0.31,0.0,0.1,0.0,0.0,0.0,0.31,0.0,0.08,0.0,0.15,0.0,0.0,2
m6ubi5,0.0,0.0,0.0,0.09,0.6,0.0,0.0,0.0,0.0,0.13,0.16,0.0,0.0,0.0,0.0,4
m6uck4,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.15,0.0,0.0,0.0,2
m6v21x,0.0,0.0,0.0,0.12,0.4,0.0,0.11,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,4
m6w0ce,0.37,0.0,0.12,0.0,0.16,0.03,0.11,0.0,0.16,0.0,0.0,0.0,0.0,0.05,0.0,0
m6w0ra,0.0,0.06,0.0,0.1,0.0,0.0,0.0,0.04,0.23,0.26,0.12,0.19,0.0,0.0,0.0,9
m6w9rw,0.0,0.03,0.03,0.17,0.0,0.0,0.13,0.0,0.0,0.11,0.53,0.0,0.0,0.0,0.0,10
m6wlkn,0.01,0.01,0.56,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,0.01,0.01,0.01,2
m70qo6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.33,0.0,0.13,0.0,0.14,0.12,9
m728ph,0.02,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.15,0.15,0.17,0.2,0.0,0.0,4
m72ggt,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.43,0.47,0.0,0.0,0.0,0.0,10
ment07,0.01,0.0,0.03,0.0,0.06,0.02,0.0,0.03,0.24,0.09,0.12,0.2,0.2,0.0,0.0,8
meqhlv,0.2,0.0,0.08,0.0,0.0,0.0,0.06,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,8
meqltp,0.0,0.02,0.0,0.08,0.0,0.03,0.03,0.0,0.0,0.43,0.03,0.0,0.0,0.0,0.38,9
meqwf5,0.0,0.0,0.25,0.0,0.57,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.11,4
mernnu,0.0,0.0,0.25,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,4
merwrf,0.0,0.0,0.25,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,4
mesjaw,0.0,0.0,0.0,0.0,0.22,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.36,14
metkwi,0.04,0.0,0.0,0.0,0.13,0.0,0.22,0.04,0.28,0.28,0.0,0.0,0.0,0.0,0.0,8
meww62,0.03,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.16,0.27,0.0,0.0,0.41,0.0,0.0,12
mexxxx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.13,0.15,0.0,0.0,0.0,0.35,14
meyhvx,0.0,0.0,0.0,0.0,0.3,0.05,0.0,0.0,0.0,0.51,0.0,0.03,0.1,0.0,0.0,9
mez1wb,0.0,0.0,0.07,0.0,0.09,0.0,0.07,0.0,0.09,0.22,0.0,0.09,0.33,0.03,0.0,12
mezhou,0.01,0.01,0.43,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.47,0.01,0.01,0.01,0.01,10
mezkna,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.02,0.0,0.1,0.34,0.31,0.0,0.0,0.06,10
mf1btl,0.01,0.01,0.26,0.01,0.01,0.01,0.67,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6
mf1e1h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.28,0.0,0.1,0.0,0.54,0.0,13
mf1et2,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.02,0.0,0.14,0.13,0.36,0.12,0.0,0.0,11
mf1ftv,0.0,0.05,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.11,0.0,11
mf2gqd,0.0,0.0,0.43,0.06,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.17,2
mf5tiq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.6,0.0,0.0,0.0,0.17,10
mf6or7,0.01,0.24,0.01,0.01,0.69,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
mf6x1k,0.19,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,9
mf8pr0,0.0,0.0,0.14,0.0,0.19,0.0,0.0,0.06,0.0,0.0,0.29,0.13,0.0,0.19,0.0,10
mf9hmv,0.01,0.84,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
mfbi6f,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.04,0.27,0.14,0.0,0.11,0.0,0.0,0.34,14
mfcz4m,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.01,0.43,0.01,0.32,0.01,0.01,0.08,0.01,8
mfgbsq,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.0,0.0,0.0,0.0,10
mfh31z,0.01,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.11,0.17,0.0,0.07,0.44,0.0,0.07,12
mfhch0,0.16,0.0,0.0,0.0,0.56,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.14,0.0,0.13,4
mfi3pn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.22,0.0,0.0,0.0,0.0,8
mfjwjp,0.0,0.0,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.04,11
mfjypr,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.55,0.05,0.0,0.0,0.0,0.0,0.12,8
mfk38b,0.0,0.0,0.09,0.11,0.1,0.0,0.0,0.0,0.03,0.17,0.0,0.49,0.0,0.0,0.0,11
mfmeaf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.46,9
mfnjk3,0.0,0.05,0.4,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.18,0.11,0.0,0.0,0.0,2
mfpj0m,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0
mfpkkw,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.58,0.05,0.0,0.0,0.14,10
mfq1k9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.27,11
mfrr4o,0.04,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.07,0.0,0.07,0.33,0.08,0.0,0.0,4
mfs1k3,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.15,0.13,0.0,2
mfs350,0.0,0.05,0.0,0.0,0.0,0.08,0.0,0.0,0.19,0.0,0.0,0.1,0.0,0.06,0.51,14
mft8qg,0.0,0.03,0.0,0.1,0.0,0.0,0.29,0.0,0.07,0.0,0.2,0.31,0.0,0.0,0.0,11
mfto6p,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4,0.01,0.53,14
mfum0c,0.03,0.0,0.36,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.21,0.33,0.0,0.0,0.0,2
mfv4qw,0.0,0.0,0.14,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.17,0.0,4
mfwcei,0.0,0.0,0.23,0.0,0.23,0.0,0.09,0.02,0.0,0.23,0.2,0.0,0.0,0.0,0.0,2
mfx2o9,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.18,0.0,0.0,0.0,8
mfxb0k,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.16,0.0,0.08,0.21,0.0,0.0,0.0,4
mfyjpq,0.01,0.09,0.48,0.01,0.01,0.2,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,2
mfzila,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2
mfzshu,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,6
mfztux,0.0,0.19,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,10
mfzz3y,0.0,0.04,0.0,0.0,0.33,0.04,0.03,0.0,0.0,0.17,0.19,0.04,0.0,0.0,0.16,4
mg0g1f,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,2
mg2fbb,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.24,0.53,0.05,0.0,0.13,0.0,0.0,9
mg2hwo,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.0,0.0,0.52,0.0,0.08,12
mg2p25,0.08,0.07,0.12,0.0,0.27,0.0,0.0,0.02,0.15,0.0,0.0,0.0,0.29,0.0,0.0,12
mg31je,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.07,0.23,0.0,0.2,0.0,0.32,0.0,0.0,12
mg354m,0.0,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.66,0.15,0.0,0.0,0.0,10
mg36fc,0.0,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.66,0.15,0.0,0.0,0.0,10
mg38le,0.0,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.66,0.15,0.0,0.0,0.0,10
mg5bf5,0.0,0.0,0.0,0.0,0.14,0.0,0.05,0.0,0.0,0.63,0.0,0.0,0.15,0.0,0.0,9
mg5mov,0.06,0.0,0.0,0.0,0.0,0.15,0.04,0.03,0.71,0.0,0.0,0.0,0.0,0.0,0.0,8
mg5qs0,0.0,0.0,0.31,0.0,0.13,0.0,0.0,0.06,0.05,0.0,0.0,0.11,0.0,0.07,0.24,2
mg63i9,0.0,0.14,0.41,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.08,0.0,2
mg6jbz,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,2
mg7b5r,0.0,0.05,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.0,0.0,0.16,0.36,0.0,0.23,12
mg7ftr,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.21,0.16,0.0,0.52,0.08,0.0,12
mg8udq,0.0,0.0,0.38,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
mgar7e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.52,0.24,0.0,0.0,0.0,10
mgbjts,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,8
mgco3z,0.04,0.0,0.0,0.03,0.06,0.0,0.0,0.04,0.06,0.2,0.0,0.22,0.29,0.0,0.07,12
mgcy76,0.0,0.0,0.0,0.0,0.62,0.0,0.05,0.02,0.0,0.0,0.0,0.17,0.13,0.0,0.0,4
mgdqma,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.8,14
mgdvr1,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.08,0.34,0.19,0.26,0.0,0.0,0.0,9
mgev2s,0.0,0.0,0.07,0.2,0.23,0.0,0.0,0.0,0.0,0.0,0.1,0.26,0.0,0.0,0.13,11
mgey4h,0.0,0.0,0.31,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.14,0.0,4
mgfr3l,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.48,14
mgh2qa,0.1,0.03,0.19,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.22,0.31,0.0,0.0,12
mgha7t,0.03,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.26,0.09,0.0,0.0,0.0,8
mghww0,0.0,0.02,0.0,0.0,0.52,0.05,0.03,0.0,0.09,0.0,0.06,0.12,0.06,0.02,0.04,4
mgk2pg,0.0,0.0,0.33,0.0,0.0,0.08,0.14,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,10
mgnz10,0.01,0.01,0.55,0.01,0.28,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
mgo63c,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.07,10
mgoo03,0.0,0.0,0.29,0.04,0.06,0.0,0.0,0.0,0.0,0.05,0.34,0.12,0.0,0.1,0.0,10
mgoutn,0.21,0.0,0.33,0.08,0.0,0.14,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,2
mgp3fr,0.03,0.0,0.17,0.0,0.0,0.05,0.0,0.03,0.0,0.0,0.18,0.12,0.12,0.0,0.29,14
mgpuul,0.0,0.0,0.15,0.0,0.0,0.19,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,8
mgqf6g,0.06,0.0,0.17,0.0,0.11,0.0,0.0,0.02,0.22,0.0,0.0,0.0,0.38,0.03,0.0,12
mgr1c3,0.0,0.03,0.0,0.0,0.2,0.0,0.07,0.11,0.0,0.07,0.0,0.09,0.42,0.0,0.0,12
mgrjq6,0.0,0.03,0.18,0.07,0.0,0.0,0.06,0.02,0.19,0.0,0.0,0.23,0.18,0.03,0.0,11
mgsf1l,0.11,0.0,0.19,0.0,0.28,0.0,0.0,0.01,0.0,0.0,0.23,0.18,0.0,0.0,0.0,4
mgsrhy,0.0,0.0,0.0,0.0,0.27,0.0,0.14,0.0,0.0,0.0,0.0,0.28,0.29,0.0,0.0,12
mgt190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.79,14
mgt7bn,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.04,0.0,0.09,11
mgtf83,0.02,0.0,0.15,0.0,0.16,0.0,0.0,0.0,0.08,0.19,0.0,0.05,0.15,0.0,0.21,14
mgts79,0.02,0.0,0.19,0.0,0.35,0.0,0.0,0.0,0.0,0.03,0.16,0.17,0.0,0.07,0.0,4
mguwev,0.0,0.0,0.1,0.03,0.0,0.0,0.0,0.0,0.17,0.0,0.02,0.0,0.46,0.0,0.21,12
mgw37h,0.0,0.0,0.2,0.0,0.22,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
