,t0 didn,t1 day,t2 surgery,t3 symptom,t4 nt,t5 control,t6 amp,t7 cyst,t8 period,t9 doctor,dominant_topic
o8v1t6,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.43,0.0,4
o8vwil,0.0,0.32,0.32,0.0,0.2,0.14,0.0,0.0,0.0,0.0,1
o8y785,0.0,0.71,0.15,0.0,0.11,0.0,0.0,0.0,0.0,0.0,1
o8z1dp,0.04,0.07,0.05,0.0,0.12,0.27,0.0,0.02,0.18,0.25,5
o91izt,0.02,0.11,0.07,0.24,0.1,0.0,0.01,0.0,0.44,0.0,8
o92x6k,0.0,0.25,0.26,0.0,0.17,0.31,0.0,0.0,0.0,0.0,5
o92xl7,0.0,0.0,0.55,0.16,0.0,0.0,0.04,0.25,0.0,0.0,2
o931xv,0.08,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.52,0.0,8
o94vos,0.0,0.0,0.32,0.0,0.09,0.08,0.0,0.0,0.29,0.22,2
o96ahl,0.0,0.0,0.61,0.0,0.22,0.16,0.0,0.0,0.0,0.0,2
o96bbt,0.0,0.17,0.0,0.0,0.21,0.29,0.0,0.12,0.16,0.04,5
o96isy,0.14,0.02,0.54,0.02,0.02,0.02,0.2,0.02,0.02,0.02,2
o97ldt,0.05,0.04,0.11,0.0,0.0,0.0,0.0,0.0,0.8,0.0,8
o97lez,0.01,0.11,0.0,0.0,0.25,0.03,0.0,0.02,0.19,0.4,9
o97sej,0.04,0.0,0.18,0.0,0.41,0.0,0.0,0.0,0.18,0.18,4
o98mfs,0.01,0.01,0.01,0.01,0.87,0.01,0.01,0.01,0.01,0.01,4
o98ovu,0.05,0.21,0.37,0.0,0.21,0.0,0.0,0.15,0.0,0.0,2
o98r78,0.0,0.18,0.0,0.0,0.24,0.0,0.07,0.0,0.49,0.0,8
o9ac33,0.04,0.36,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.4,9
o9axfd,0.09,0.01,0.01,0.01,0.14,0.61,0.01,0.01,0.01,0.12,5
o9b3ot,0.0,0.0,0.56,0.0,0.0,0.0,0.42,0.0,0.0,0.0,2
o9be1x,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
o9d4ox,0.01,0.93,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
o9ef0i,0.04,0.19,0.21,0.0,0.28,0.08,0.0,0.0,0.0,0.19,4
o9efc3,0.0,0.44,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.15,1
o9f096,0.0,0.0,0.21,0.0,0.22,0.0,0.15,0.12,0.28,0.0,8
o9ff3p,0.02,0.0,0.0,0.22,0.0,0.0,0.0,0.17,0.58,0.0,8
o9gra9,0.15,0.17,0.4,0.25,0.01,0.01,0.01,0.01,0.01,0.01,2
o9jhzz,0.01,0.86,0.01,0.01,0.01,0.01,0.01,0.09,0.01,0.01,1
o9k225,0.06,0.0,0.0,0.0,0.47,0.09,0.0,0.0,0.0,0.37,4
o9k3c7,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
o9lcmp,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.89,0.01,8
o9n4qj,0.0,0.0,0.0,0.28,0.17,0.05,0.0,0.16,0.0,0.33,9
o9n8k0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.15,0.0,3
o9n9o5,0.0,0.23,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,4
o9ohz2,0.01,0.36,0.4,0.01,0.2,0.01,0.01,0.01,0.01,0.01,2
o9oo6o,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.12,0.45,0.0,8
o9oyzj,0.01,0.01,0.31,0.01,0.01,0.01,0.09,0.01,0.55,0.01,8
o9qh4p,0.1,0.01,0.16,0.01,0.71,0.01,0.01,0.01,0.01,0.01,4
o9s03f,0.02,0.21,0.0,0.0,0.19,0.36,0.05,0.0,0.16,0.0,5
o9twkb,0.0,0.0,0.27,0.0,0.0,0.0,0.05,0.22,0.43,0.0,8
o9u7m3,0.0,0.17,0.0,0.35,0.21,0.1,0.03,0.0,0.06,0.08,3
o9vibm,0.0,0.0,0.0,0.0,0.6,0.19,0.0,0.03,0.0,0.17,4
o9w6uh,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.41,0.34,8
o9wgin,0.05,0.0,0.22,0.38,0.0,0.12,0.0,0.07,0.14,0.0,3
o9x9eh,0.0,0.15,0.0,0.18,0.23,0.21,0.0,0.11,0.11,0.0,4
o9xgkn,0.0,0.12,0.15,0.09,0.47,0.0,0.0,0.0,0.17,0.0,4
o9xgve,0.0,0.58,0.11,0.29,0.0,0.0,0.0,0.0,0.0,0.0,1
o9y74p,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.11,0.7,0.0,8
o9ysjh,0.11,0.0,0.21,0.32,0.12,0.13,0.0,0.09,0.0,0.0,3
oa09vl,0.0,0.09,0.1,0.04,0.04,0.05,0.0,0.0,0.56,0.12,8
oa0n9a,0.01,0.19,0.77,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
oa0rc0,0.0,0.25,0.0,0.44,0.21,0.0,0.0,0.0,0.09,0.0,3
oa2g5w,0.0,0.05,0.14,0.0,0.27,0.0,0.0,0.0,0.53,0.0,8
oa3id2,0.0,0.2,0.0,0.14,0.07,0.0,0.0,0.0,0.49,0.09,8
oa3q3w,0.0,0.36,0.0,0.0,0.54,0.0,0.0,0.0,0.05,0.04,4
oa4mx9,0.0,0.13,0.0,0.17,0.17,0.0,0.02,0.15,0.36,0.0,8
oa4pon,0.0,0.0,0.0,0.67,0.0,0.0,0.04,0.0,0.13,0.15,3
oa7jov,0.0,0.0,0.44,0.4,0.0,0.0,0.04,0.12,0.0,0.0,2
oa7rpy,0.0,0.35,0.0,0.04,0.08,0.0,0.0,0.08,0.2,0.26,1
oa9a8n,0.0,0.09,0.11,0.0,0.54,0.08,0.0,0.01,0.16,0.0,4
oa9p6n,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.93,0.01,8
oa9tdt,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.87,0.0,8
oaakoz,0.0,0.0,0.37,0.16,0.45,0.0,0.0,0.0,0.0,0.0,4
oab0l7,0.06,0.33,0.0,0.0,0.44,0.08,0.01,0.0,0.09,0.0,4
oabgld,0.0,0.19,0.0,0.0,0.38,0.28,0.0,0.0,0.13,0.0,4
oac31k,0.0,0.0,0.0,0.46,0.16,0.0,0.08,0.0,0.29,0.0,3
oagjc5,0.01,0.01,0.01,0.36,0.24,0.01,0.01,0.01,0.01,0.36,3
oagutw,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.94,0.01,8
oah7x8,0.07,0.0,0.32,0.0,0.0,0.08,0.0,0.35,0.0,0.16,7
oai7ii,0.04,0.0,0.04,0.44,0.0,0.0,0.0,0.0,0.34,0.14,3
oajvxu,0.0,0.36,0.46,0.16,0.0,0.0,0.0,0.0,0.0,0.0,2
oajwc4,0.0,0.3,0.0,0.0,0.17,0.0,0.0,0.0,0.52,0.0,8
oak8wz,0.0,0.25,0.0,0.17,0.17,0.0,0.0,0.04,0.0,0.38,9
oaksno,0.0,0.0,0.37,0.0,0.0,0.1,0.0,0.0,0.52,0.0,8
oal1i6,0.0,0.08,0.25,0.52,0.0,0.04,0.0,0.0,0.11,0.0,3
oalbo0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
oalfkz,0.0,0.38,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.29,1
oame4f,0.01,0.01,0.95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
oamo1f,0.0,0.62,0.0,0.06,0.31,0.0,0.0,0.0,0.0,0.0,1
oamqna,0.01,0.01,0.01,0.01,0.67,0.22,0.01,0.01,0.01,0.01,4
oamrog,0.0,0.0,0.11,0.0,0.0,0.14,0.0,0.04,0.69,0.0,8
oan3zt,0.0,0.42,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,3
oao01v,0.0,0.0,0.38,0.0,0.24,0.17,0.0,0.19,0.0,0.0,2
oao1nm,0.0,0.0,0.36,0.26,0.0,0.0,0.0,0.0,0.0,0.36,2
oaoe9n,0.0,0.08,0.05,0.42,0.18,0.0,0.0,0.0,0.26,0.0,3
oaough,0.02,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.6,0.0,8
obe387,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.09,0.57,0.0,8
obhy9d,0.0,0.0,0.26,0.35,0.0,0.0,0.0,0.0,0.0,0.38,9
obk9zg,0.0,0.0,0.25,0.0,0.0,0.41,0.1,0.0,0.0,0.22,5
oblv4q,0.0,0.0,0.0,0.54,0.29,0.0,0.11,0.04,0.0,0.0,3
obmgqi,0.0,0.21,0.0,0.18,0.09,0.37,0.0,0.0,0.0,0.15,5
obnl56,0.0,0.15,0.0,0.07,0.3,0.03,0.0,0.03,0.23,0.19,4
obnq14,0.01,0.01,0.51,0.01,0.01,0.01,0.01,0.01,0.01,0.42,2
obnqur,0.01,0.01,0.01,0.65,0.3,0.01,0.01,0.01,0.01,0.01,3
obp2lw,0.05,0.0,0.0,0.11,0.0,0.0,0.0,0.26,0.16,0.42,9
obp7j9,0.0,0.27,0.11,0.0,0.0,0.0,0.0,0.0,0.26,0.34,9
obrd79,0.01,0.93,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
obrmg6,0.0,0.77,0.0,0.05,0.16,0.0,0.0,0.0,0.0,0.0,1
obs4mb,0.02,0.13,0.0,0.06,0.7,0.0,0.01,0.0,0.06,0.0,4
obs717,0.02,0.0,0.06,0.24,0.0,0.0,0.0,0.14,0.3,0.23,8
obsf52,0.0,0.11,0.33,0.11,0.17,0.28,0.0,0.0,0.0,0.0,2
obt143,0.06,0.13,0.0,0.46,0.0,0.0,0.0,0.0,0.34,0.0,3
obtile,0.0,0.14,0.0,0.22,0.0,0.0,0.0,0.0,0.27,0.36,9
obtzjt,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.35,0.0,0.0,4
obwgkl,0.0,0.22,0.52,0.0,0.0,0.0,0.0,0.24,0.0,0.0,2
obwt0i,0.17,0.08,0.0,0.0,0.39,0.0,0.0,0.09,0.0,0.25,4
obxcfn,0.0,0.0,0.39,0.15,0.29,0.11,0.0,0.05,0.0,0.0,2
obzam1,0.01,0.01,0.01,0.01,0.42,0.01,0.01,0.01,0.52,0.01,8
obzxx8,0.07,0.62,0.28,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
obzyqz,0.01,0.01,0.08,0.01,0.01,0.01,0.01,0.46,0.41,0.01,7
oc0zhk,0.01,0.01,0.01,0.01,0.19,0.55,0.01,0.01,0.19,0.01,5
oc10tk,0.0,0.0,0.13,0.0,0.14,0.0,0.0,0.0,0.0,0.71,9
oc19v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.86,0.0,8
oc1bxl,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
oc1c4i,0.0,0.61,0.0,0.26,0.0,0.12,0.0,0.0,0.0,0.0,1
oc1rx0,0.0,0.0,0.25,0.0,0.0,0.0,0.2,0.11,0.42,0.0,8
oc2768,0.02,0.02,0.02,0.48,0.02,0.02,0.36,0.02,0.02,0.02,3
oc3g2x,0.0,0.0,0.0,0.13,0.42,0.09,0.0,0.0,0.0,0.34,4
oc5fd1,0.0,0.0,0.18,0.0,0.42,0.0,0.16,0.0,0.0,0.22,4
oc5hub,0.0,0.16,0.08,0.5,0.0,0.0,0.0,0.0,0.24,0.0,3
oc5vf6,0.12,0.0,0.25,0.23,0.0,0.12,0.0,0.0,0.0,0.27,9
oc6jg3,0.0,0.0,0.24,0.3,0.15,0.0,0.0,0.0,0.0,0.3,3
oc834s,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.86,0.0,0.0,7
ocbj54,0.0,0.0,0.13,0.12,0.08,0.09,0.0,0.0,0.33,0.24,8
ocbnbq,0.01,0.01,0.69,0.01,0.01,0.01,0.12,0.12,0.01,0.01,2
ocboa0,0.0,0.0,0.76,0.0,0.21,0.0,0.0,0.0,0.0,0.0,2
ocdqej,0.0,0.11,0.29,0.28,0.0,0.0,0.0,0.0,0.0,0.31,9
oceura,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
ocfaf7,0.0,0.17,0.24,0.0,0.16,0.0,0.0,0.0,0.0,0.42,9
ocfaik,0.01,0.01,0.68,0.23,0.01,0.01,0.01,0.01,0.01,0.01,2
ocfn9n,0.0,0.0,0.18,0.39,0.3,0.0,0.0,0.0,0.0,0.13,3
ocgj0h,0.0,0.0,0.0,0.0,0.09,0.27,0.02,0.18,0.2,0.23,5
och08x,0.0,0.0,0.3,0.35,0.0,0.0,0.0,0.0,0.33,0.0,3
